Día;Altas nuevos usuarios activos ab. anual sin ttp día;Altas nuevos usuarios activos ab. anual con ttp día;Altas nuevos usuarios activos ab. anual total día;;Usuarios activos ab. anual sin ttp acumulado desde inicio;Usuarios activos ab. anual con ttp acumulado desde inicio;Usuarios activos ab. anual total acumulado desde inicio;;;;;;;;;;;;
6/3/21;70;23;93;;30.012;47.851;77.863;;;;;;;;;;;;
6/4/21;108;-447;-339;;30.120;47.404;77.524;;;;;;;;;;;;
6/5/21;156;203;359;;30.276;47.607;77.883;;;;;;;;;;;;
6/6/21;-208;-519;-727;;30.068;47.088;77.156;;;;;;;;;;;;
6/7/21;212;115;327;;30.280;47.203;77.483;;;;;;;;;;;;
6/8/21;36;-145;-109;;30.316;47.058;77.374;;;;;;;;;;;;
6/9/21;183;452;635;;30.499;47.510;78.009;;;;;;;;;;;;
6/10/21;-162;-547;-709;;30.337;46.963;77.300;;;;;;;;;;;;
6/11/21;-45;-201;-246;;30.292;46.762;77.054;;;;;;;;;;;;
6/12/21;-403;-791;-1194;;29.889;45.971;75.860;;;;;;;;;;;;
6/13/21;43;25;68;;29.932;45.996;75.928;;;;;;;;;;;;
6/14/21;66;34;100;;29.998;46.030;76.028;;;;;;;;;;;;
6/15/21;28;-90;-62;;30.026;45.940;75.966;;;;;;;;;;;;
6/16/21;5;-78;-73;;30.031;45.862;75.893;;;;;;;;;;;;
6/17/21;2;-64;-62;;30.033;45.798;75.831;;;;;;;;;;;;
6/18/21;-42;-222;-264;;29.991;45.576;75.567;;;;;;;;;;;;
6/19/21;17;-64;-47;;30.008;45.512;75.520;;;;;;;;;;;;
6/20/21;39;9;48;;30.047;45.521;75.568;;;;;;;;;;;;
6/21/21;38;-8;30;;30.085;45.513;75.598;;;;;;;;;;;;
6/22/21;20;-96;-76;;30.105;45.417;75.522;;;;;;;;;;;;
6/23/21;-2;-111;-113;;30.103;45.306;75.409;;;;;;;;;;;;
6/24/21;5;-61;-56;;30.108;45.245;75.353;;;;;;;;;;;;
6/25/21;-43;-240;-283;;30.065;45.005;75.070;;;;;;;;;;;;
6/26/21;8;-64;-56;;30.073;44.941;75.014;;;;;;;;;;;;
6/27/21;34;5;39;;30.107;44.946;75.053;;;;;;;;;;;;
6/28/21;42;24;66;;30.149;44.970;75.119;;;;;;;;;;;;
6/29/21;11;-54;-43;;30.160;44.916;75.076;;;;;;;;;;;;
6/30/21;2;-62;-60;;30.162;44.854;75.016;;;;;;;;;;;;
7/1/21;8;-22;-14;;30.170;44.832;75.002;;;;;;;;;;;;
7/2/21;-57;-205;-262;;30.113;44.627;74.740;;;;;;;;;;;;
7/3/21;17;-43;-26;;30.130;44.584;74.714;;;;;;;;;;;;
7/4/21;24;19;43;;30.154;44.603;74.757;;;;;;;;;;;;
7/5/21;50;7;57;;30.204;44.610;74.814;;;;;;;;;;;;
7/6/21;-12;-54;-66;;30.192;44.556;74.748;;;;;;;;;;;;
7/7/21;18;-59;-41;;30.210;44.497;74.707;;;;;;;;;;;;
7/8/21;10;-43;-33;;30.220;44.454;74.674;;;;;;;;;;;;
7/9/21;-60;-181;-241;;30.160;44.273;74.433;;;;;;;;;;;;
7/10/21;-2;-26;-28;;30.158;44.247;74.405;;;;;;;;;;;;
7/11/21;24;0;24;;30.182;44.247;74.429;;;;;;;;;;;;
7/12/21;22;21;43;;30.204;44.268;74.472;;;;;;;;;;;;
7/13/21;-5;-38;-43;;30.199;44.230;74.429;;;;;;;;;;;;
7/14/21;-5;-38;-43;;30.194;44.192;74.386;;;;;;;;;;;;
7/15/21;-8;-40;-48;;30.186;44.152;74.338;;;;;;;;;;;;
7/16/21;-52;-125;-177;;30.134;44.027;74.161;;;;;;;;;;;;
7/17/21;-6;-35;-41;;30.128;43.992;74.120;;;;;;;;;;;;
7/18/21;26;13;39;;30.154;44.005;74.159;;;;;;;;;;;;
7/19/21;24;10;34;;30.178;44.015;74.193;;;;;;;;;;;;
7/20/21;4;-35;-31;;30.182;43.980;74.162;;;;;;;;;;;;
7/21/21;10;-23;-13;;30.192;43.957;74.149;;;;;;;;;;;;
7/22/21;3;-32;-29;;30.195;43.925;74.120;;;;;;;;;;;;
7/23/21;-48;-113;-161;;30.147;43.812;73.959;;;;;;;;;;;;
7/24/21;2;-25;-23;;30.149;43.787;73.936;;;;;;;;;;;;
7/25/21;22;12;34;;30.171;43.799;73.970;;;;;;;;;;;;
7/26/21;4;-1;3;;30.175;43.798;73.973;;;;;;;;;;;;
7/27/21;3;-28;-25;;30.178;43.770;73.948;;;;;;;;;;;;
7/28/21;-8;-33;-41;;30.170;43.737;73.907;;;;;;;;;;;;
7/29/21;-5;-33;-38;;30.165;43.704;73.869;;;;;;;;;;;;
7/30/21;-53;-139;-192;;30.112;43.565;73.677;;;;;;;;;;;;
7/31/21;15;-24;-9;;30.127;43.541;73.668;;;;;;;;;;;;
8/1/21;23;0;23;;30.150;43.541;73.691;;;;;;;;;;;;
8/2/21;27;18;45;;30.177;43.559;73.736;;;;;;;;;;;;
8/3/21;3;-33;-30;;30.180;43.526;73.706;;;;;;;;;;;;
8/4/21;-5;-34;-39;;30.175;43.492;73.667;;;;;;;;;;;;
8/5/21;12;-30;-18;;30.187;43.462;73.649;;;;;;;;;;;;
8/6/21;-23;-98;-121;;30.164;43.364;73.528;;;;;;;;;;;;
8/7/21;-1;-14;-15;;30.163;43.350;73.513;;;;;;;;;;;;
8/8/21;19;5;24;;30.182;43.355;73.537;;;;;;;;;;;;
8/9/21;15;21;36;;30.197;43.376;73.573;;;;;;;;;;;;
8/10/21;-21;-21;-42;;30.176;43.355;73.531;;;;;;;;;;;;
8/11/21;-14;-10;-24;;30.162;43.345;73.507;;;;;;;;;;;;
8/12/21;2;-27;-25;;30.164;43.318;73.482;;;;;;;;;;;;
8/13/21;-28;-78;-106;;30.136;43.240;73.376;;;;;;;;;;;;
8/14/21;2;-35;-33;;30.138;43.205;73.343;;;;;;;;;;;;
8/15/21;0;1;1;;30.138;43.206;73.344;;;;;;;;;;;;
8/16/21;-3;12;9;;30.135;43.218;73.353;;;;;;;;;;;;
8/17/21;-19;-39;-58;;30.116;43.179;73.295;;;;;;;;;;;;
8/18/21;-12;-37;-49;;30.104;43.142;73.246;;;;;;;;;;;;
8/19/21;-24;-36;-60;;30.080;43.106;73.186;;;;;;;;;;;;
8/20/21;-41;-91;-132;;30.039;43.015;73.054;;;;;;;;;;;;
8/21/21;-21;-21;-42;;30.018;42.994;73.012;;;;;;;;;;;;
8/22/21;7;12;19;;30.025;43.006;73.031;;;;;;;;;;;;
8/23/21;14;8;22;;30.039;43.014;73.053;;;;;;;;;;;;
8/24/21;-12;-20;-32;;30.027;42.994;73.021;;;;;;;;;;;;
8/25/21;12;-13;-1;;30.039;42.981;73.020;;;;;;;;;;;;
8/26/21;-39;-41;-80;;30.000;42.940;72.940;;;;;;;;;;;;
8/27/21;-50;-72;-122;;29.950;42.868;72.818;;;;;;;;;;;;
8/28/21;-10;0;-10;;29.940;42.868;72.808;;;;;;;;;;;;
8/29/21;2;47;49;;29.942;42.915;72.857;;;;;;;;;;;;
8/30/21;7;52;59;;29.949;42.967;72.916;;;;;;;;;;;;
8/31/21;-47;18;-29;;29.902;42.985;72.887;;;;;;;;;;;;
9/1/21;-26;20;-6;;29.876;43.005;72.881;;;;;;;;;;;;
9/2/21;-11;31;20;;29.865;43.036;72.901;;;;;;;;;;;;
9/3/21;-97;-53;-150;;29.768;42.983;72.751;;;;;;;;;;;;
9/4/21;-21;-28;-49;;29.747;42.955;72.702;;;;;;;;;;;;
9/5/21;34;41;75;;29.781;42.996;72.777;;;;;;;;;;;;
9/6/21;19;49;68;;29.800;43.045;72.845;;;;;;;;;;;;
9/7/21;15;13;28;;29.815;43.058;72.873;;;;;;;;;;;;
9/8/21;-2;15;13;;29.813;43.073;72.886;;;;;;;;;;;;
9/9/21;-4;6;2;;29.809;43.079;72.888;;;;;;;;;;;;
9/10/21;-98;-47;-145;;29.711;43.032;72.743;;;;;;;;;;;;
9/11/21;-15;0;-15;;29.696;43.032;72.728;;;;;;;;;;;;
9/12/21;16;45;61;;29.712;43.077;72.789;;;;;;;;;;;;
9/13/21;27;45;72;;29.739;43.122;72.861;;;;;;;;;;;;
9/14/21;-46;-47;-93;;29.693;43.075;72.768;;;;;;;;;;;;
9/15/21;-7;-25;-32;;29.686;43.050;72.736;;;;;;;;;;;;
9/16/21;13;-3;10;;29.699;43.047;72.746;;;;;;;;;;;;
9/17/21;-55;-100;-155;;29.644;42.947;72.591;;;;;;;;;;;;
9/18/21;-17;-10;-27;;29.627;42.937;72.564;;;;;;;;;;;;
9/19/21;7;46;53;;29.634;42.983;72.617;;;;;;;;;;;;
9/20/21;11;35;46;;29.645;43.018;72.663;;;;;;;;;;;;
9/21/21;-3;-8;-11;;29.642;43.010;72.652;;;;;;;;;;;;
9/22/21;-10;-10;-20;;29.632;43.000;72.632;;;;;;;;;;;;
9/23/21;0;-7;-7;;29.632;42.993;72.625;;;;;;;;;;;;
9/24/21;-72;-75;-147;;29.560;42.918;72.478;;;;;;;;;;;;
9/25/21;-23;3;-20;;29.537;42.921;72.458;;;;;;;;;;;;
9/26/21;21;33;54;;29.558;42.954;72.512;;;;;;;;;;;;
9/27/21;18;37;55;;29.576;42.991;72.567;;;;;;;;;;;;
9/28/21;-10;-18;-28;;29.566;42.973;72.539;;;;;;;;;;;;
9/29/21;-55;-44;-99;;29.511;42.929;72.440;;;;;;;;;;;;
9/30/21;-11;6;-5;;29.500;42.935;72.435;;;;;;;;;;;;
