Día;Altas nuevos usuarios activos ab. anual sin ttp día;Altas nuevos usuarios activos ab. anual con ttp día;Altas nuevos usuarios activos ab. anual total día;;Usuarios activos ab. anual sin ttp acumulado desde inicio;Usuarios activos ab. anual con ttp acumulado desde inicio;Usuarios activos ab. anual total acumulado desde inicio;;;;;;;;;;;;
6/24/18;12;67;79;;28.151;37.610;65.761;;;;;;;;;;;;
6/25/18;-1;-7;-8;;28.150;37.603;65.753;;;;;;;;;;;;
6/26/18;-3;12;9;;28.147;37.615;65.762;;;;;;;;;;;;
6/27/18;-60;-36;-96;;28.087;37.579;65.666;;;;;;;;;;;;
6/28/18;-7;14;7;;28.080;37.593;65.673;;;;;;;;;;;;
6/29/18;-11;13;2;;28.069;37.606;65.675;;;;;;;;;;;;
6/30/18;22;61;83;;28.091;37.667;65.758;;;;;;;;;;;;
7/1/18;19;43;62;;28.110;37.710;65.820;;;;;;;;;;;;
7/2/18;-14;31;17;;28.096;37.741;65.837;;;;;;;;;;;;
7/3/18;-26;38;12;;28.070;37.779;65.849;;;;;;;;;;;;
7/4/18;-46;-52;-98;;28.024;37.727;65.751;;;;;;;;;;;;
7/5/18;-1;22;21;;28.023;37.749;65.772;;;;;;;;;;;;
7/6/18;-26;14;-12;;27.997;37.763;65.760;;;;;;;;;;;;
7/7/18;24;43;67;;28.021;37.806;65.827;;;;;;;;;;;;
7/8/18;23;58;81;;28.044;37.864;65.908;;;;;;;;;;;;
7/9/18;-5;0;-5;;28.039;37.864;65.903;;;;;;;;;;;;
7/10/18;-12;28;16;;28.027;37.892;65.919;;;;;;;;;;;;
7/11/18;-82;-78;-160;;27.945;37.814;65.759;;;;;;;;;;;;
7/12/18;-9;-7;-16;;27.936;37.807;65.743;;;;;;;;;;;;
7/13/18;-17;7;-10;;27.919;37.814;65.733;;;;;;;;;;;;
7/14/18;16;34;50;;27.935;37.848;65.783;;;;;;;;;;;;
7/15/18;9;25;34;;27.944;37.873;65.817;;;;;;;;;;;;
7/16/18;-11;13;2;;27.933;37.886;65.819;;;;;;;;;;;;
7/17/18;-16;28;12;;27.917;37.914;65.831;;;;;;;;;;;;
7/18/18;-68;-66;-134;;27.849;37.848;65.697;;;;;;;;;;;;
7/19/18;-103;-73;-176;;27.746;37.775;65.521;;;;;;;;;;;;
7/20/18;-18;-20;-38;;27.728;37.755;65.483;;;;;;;;;;;;
7/21/18;18;27;45;;27.746;37.782;65.528;;;;;;;;;;;;
7/22/18;4;40;44;;27.750;37.822;65.572;;;;;;;;;;;;
7/23/18;-40;0;-40;;27.710;37.822;65.532;;;;;;;;;;;;
7/24/18;-10;-7;-17;;27.700;37.815;65.515;;;;;;;;;;;;
7/25/18;-78;-57;-135;;27.622;37.758;65.380;;;;;;;;;;;;
7/26/18;-29;2;-27;;27.593;37.760;65.353;;;;;;;;;;;;
7/27/18;-19;3;-16;;27.574;37.763;65.337;;;;;;;;;;;;
7/28/18;11;61;72;;27.585;37.824;65.409;;;;;;;;;;;;
7/29/18;25;76;101;;27.610;37.900;65.510;;;;;;;;;;;;
7/30/18;-19;37;18;;27.591;37.937;65.528;;;;;;;;;;;;
7/31/18;-13;24;11;;27.578;37.961;65.539;;;;;;;;;;;;
8/1/18;24;65;89;;27.602;38.026;65.628;;;;;;;;;;;;
8/2/18;-75;45;-30;;27.527;38.071;65.598;;;;;;;;;;;;
8/3/18;-36;-126;-162;;27.491;37.945;65.436;;;;;;;;;;;;
8/4/18;18;24;42;;27.509;37.969;65.478;;;;;;;;;;;;
8/5/18;22;55;77;;27.531;38.024;65.555;;;;;;;;;;;;
8/6/18;-17;20;3;;27.514;38.044;65.558;;;;;;;;;;;;
8/7/18;-2;0;-2;;27.512;38.044;65.556;;;;;;;;;;;;
8/8/18;-66;-41;-107;;27.446;38.003;65.449;;;;;;;;;;;;
8/9/18;0;5;5;;27.446;38.008;65.454;;;;;;;;;;;;
8/10/18;-31;10;-21;;27.415;38.018;65.433;;;;;;;;;;;;
8/11/18;9;51;60;;27.424;38.069;65.493;;;;;;;;;;;;
8/12/18;13;50;63;;27.437;38.119;65.556;;;;;;;;;;;;
8/13/18;-28;-10;-38;;27.409;38.109;65.518;;;;;;;;;;;;
8/14/18;-23;33;10;;27.386;38.142;65.528;;;;;;;;;;;;
8/15/18;14;51;65;;27.400;38.193;65.593;;;;;;;;;;;;
8/16/18;-52;-72;-124;;27.348;38.121;65.469;;;;;;;;;;;;
8/17/18;-19;-7;-26;;27.329;38.114;65.443;;;;;;;;;;;;
8/18/18;20;43;63;;27.349;38.157;65.506;;;;;;;;;;;;
8/19/18;14;39;53;;27.363;38.196;65.559;;;;;;;;;;;;
8/20/18;7;31;38;;27.370;38.227;65.597;;;;;;;;;;;;
8/21/18;9;19;28;;27.379;38.246;65.625;;;;;;;;;;;;
8/22/18;2;59;61;;27.381;38.305;65.686;;;;;;;;;;;;
8/23/18;-17;27;10;;27.364;38.332;65.696;;;;;;;;;;;;
8/24/18;-41;-29;-70;;27.323;38.303;65.626;;;;;;;;;;;;
8/25/18;10;66;76;;27.333;38.369;65.702;;;;;;;;;;;;
8/26/18;22;81;103;;27.355;38.450;65.805;;;;;;;;;;;;
8/27/18;16;60;76;;27.371;38.510;65.881;;;;;;;;;;;;
8/28/18;-48;-53;-101;;27.323;38.457;65.780;;;;;;;;;;;;
8/29/18;-51;-17;-68;;27.272;38.440;65.712;;;;;;;;;;;;
8/30/18;9;29;38;;27.281;38.469;65.750;;;;;;;;;;;;
8/31/18;-9;27;18;;27.272;38.496;65.768;;;;;;;;;;;;
9/1/18;26;94;120;;27.298;38.590;65.888;;;;;;;;;;;;
9/2/18;38;83;121;;27.336;38.673;66.009;;;;;;;;;;;;
9/3/18;-13;65;52;;27.323;38.738;66.061;;;;;;;;;;;;
9/4/18;-4;100;96;;27.319;38.838;66.157;;;;;;;;;;;;
9/5/18;-61;7;-54;;27.258;38.845;66.103;;;;;;;;;;;;
9/6/18;7;41;48;;27.265;38.886;66.151;;;;;;;;;;;;
9/7/18;-25;22;-3;;27.240;38.908;66.148;;;;;;;;;;;;
9/8/18;19;26;45;;27.259;38.934;66.193;;;;;;;;;;;;
9/9/18;30;91;121;;27.289;39.025;66.314;;;;;;;;;;;;
9/10/18;1;43;44;;27.290;39.068;66.358;;;;;;;;;;;;
9/11/18;-23;68;45;;27.267;39.136;66.403;;;;;;;;;;;;
9/12/18;-92;-55;-147;;27.175;39.081;66.256;;;;;;;;;;;;
9/13/18;-28;37;9;;27.147;39.118;66.265;;;;;;;;;;;;
9/14/18;-17;35;18;;27.130;39.153;66.283;;;;;;;;;;;;
9/15/18;16;103;119;;27.146;39.256;66.402;;;;;;;;;;;;
9/16/18;23;90;113;;27.169;39.346;66.515;;;;;;;;;;;;
9/17/18;-29;20;-9;;27.140;39.366;66.506;;;;;;;;;;;;
9/18/18;-7;24;17;;27.133;39.390;66.523;;;;;;;;;;;;
9/19/18;-43;82;39;;27.090;39.472;66.562;;;;;;;;;;;;
9/20/18;-66;-93;-159;;27.024;39.379;66.403;;;;;;;;;;;;
9/21/18;-17;39;22;;27.007;39.418;66.425;;;;;;;;;;;;
9/22/18;7;133;140;;27.014;39.551;66.565;;;;;;;;;;;;
9/23/18;20;115;135;;27.034;39.666;66.700;;;;;;;;;;;;
9/24/18;-10;72;62;;27.024;39.738;66.762;;;;;;;;;;;;
9/25/18;-13;-36;-49;;27.011;39.702;66.713;;;;;;;;;;;;
9/26/18;-95;-36;-131;;26.916;39.666;66.582;;;;;;;;;;;;
9/27/18;-2;41;39;;26.914;39.707;66.621;;;;;;;;;;;;
9/28/18;-26;29;3;;26.888;39.736;66.624;;;;;;;;;;;;
9/29/18;24;109;133;;26.912;39.845;66.757;;;;;;;;;;;;
9/30/18;26;140;166;;26.938;39.985;66.923;;;;;;;;;;;;
10/1/18;-30;38;8;;26.908;40.023;66.931;;;;;;;;;;;;
10/2/18;-20;10;-10;;26.888;40.033;66.921;;;;;;;;;;;;
10/3/18;-101;-59;-160;;26.787;39.974;66.761;;;;;;;;;;;;
10/4/18;-37;41;4;;26.750;40.015;66.765;;;;;;;;;;;;
10/5/18;-24;6;-18;;26.726;40.021;66.747;;;;;;;;;;;;
10/6/18;13;106;119;;26.739;40.127;66.866;;;;;;;;;;;;
10/7/18;23;86;109;;26.762;40.213;66.975;;;;;;;;;;;;
10/8/18;-40;3;-37;;26.722;40.216;66.938;;;;;;;;;;;;
10/9/18;10;-57;-47;;26.732;40.159;66.891;;;;;;;;;;;;
10/10/18;-106;-92;-198;;26.626;40.067;66.693;;;;;;;;;;;;
10/11/18;-39;-22;-61;;26.587;40.045;66.632;;;;;;;;;;;;
10/12/18;10;61;71;;26.597;40.106;66.703;;;;;;;;;;;;
10/13/18;20;68;88;;26.617;40.174;66.791;;;;;;;;;;;;
10/14/18;8;43;51;;26.625;40.217;66.842;;;;;;;;;;;;
10/15/18;-32;-19;-51;;26.593;40.198;66.791;;;;;;;;;;;;
10/16/18;-5;39;34;;26.588;40.237;66.825;;;;;;;;;;;;
10/17/18;-52;-37;-89;;26.536;40.200;66.736;;;;;;;;;;;;
10/18/18;-87;-93;-180;;26.449;40.107;66.556;;;;;;;;;;;;
10/19/18;-38;-7;-45;;26.411;40.100;66.511;;;;;;;;;;;;
10/20/18;16;27;43;;26.427;40.127;66.554;;;;;;;;;;;;
10/21/18;29;43;72;;26.456;40.170;66.626;;;;;;;;;;;;
10/22/18;-24;-9;-33;;26.432;40.161;66.593;;;;;;;;;;;;
10/23/18;-12;-29;-41;;26.420;40.132;66.552;;;;;;;;;;;;
10/24/18;-111;-121;-232;;26.309;40.011;66.320;;;;;;;;;;;;
10/25/18;-31;19;-12;;26.278;40.030;66.308;;;;;;;;;;;;
10/26/18;-13;2;-11;;26.265;40.032;66.297;;;;;;;;;;;;
10/27/18;11;12;23;;26.276;40.044;66.320;;;;;;;;;;;;
10/28/18;10;15;25;;26.286;40.059;66.345;;;;;;;;;;;;
10/29/18;-4;-27;-31;;26.282;40.032;66.314;;;;;;;;;;;;
10/30/18;-21;-40;-61;;26.261;39.992;66.253;;;;;;;;;;;;
10/31/18;-55;-108;-163;;26.206;39.884;66.090;;;;;;;;;;;;
11/1/18;3;47;50;;26.209;39.931;66.140;;;;;;;;;;;;
11/2/18;-11;-13;-24;;26.198;39.918;66.116;;;;;;;;;;;;
11/3/18;5;23;28;;26.203;39.941;66.144;;;;;;;;;;;;
11/4/18;24;24;48;;26.227;39.965;66.192;;;;;;;;;;;;
11/5/18;-41;-11;-52;;26.186;39.954;66.140;;;;;;;;;;;;
11/6/18;-5;-18;-23;;26.181;39.936;66.117;;;;;;;;;;;;
11/7/18;-25;-15;-40;;26.156;39.921;66.077;;;;;;;;;;;;
11/8/18;-55;-83;-138;;26.101;39.838;65.939;;;;;;;;;;;;
11/9/18;15;38;53;;26.116;39.876;65.992;;;;;;;;;;;;
11/10/18;56;-57;-1;;26.172;39.819;65.991;;;;;;;;;;;;
11/11/18;19;14;33;;26.191;39.833;66.024;;;;;;;;;;;;
11/12/18;21;-36;-15;;26.212;39.797;66.009;;;;;;;;;;;;
11/13/18;-7;-19;-26;;26.205;39.778;65.983;;;;;;;;;;;;
11/14/18;-47;-72;-119;;26.158;39.706;65.864;;;;;;;;;;;;
11/15/18;-45;-70;-115;;26.113;39.636;65.749;;;;;;;;;;;;
11/16/18;1;10;11;;26.114;39.646;65.760;;;;;;;;;;;;
11/17/18;12;53;65;;26.126;39.699;65.825;;;;;;;;;;;;
11/18/18;6;20;26;;26.132;39.719;65.851;;;;;;;;;;;;
11/19/18;6;-13;-7;;26.138;39.706;65.844;;;;;;;;;;;;
11/20/18;-23;-23;-46;;26.115;39.683;65.798;;;;;;;;;;;;
11/21/18;-86;11;-75;;26.029;39.694;65.723;;;;;;;;;;;;
11/22/18;-12;-87;-99;;26.017;39.607;65.624;;;;;;;;;;;;
11/23/18;-3;2;-1;;26.014;39.609;65.623;;;;;;;;;;;;
11/24/18;14;-4;10;;26.028;39.605;65.633;;;;;;;;;;;;
11/25/18;4;40;44;;26.032;39.645;65.677;;;;;;;;;;;;
11/26/18;-1;-8;-9;;26.031;39.637;65.668;;;;;;;;;;;;
11/27/18;-10;-20;-30;;26.021;39.617;65.638;;;;;;;;;;;;
11/28/18;-34;-50;-84;;25.987;39.567;65.554;;;;;;;;;;;;
11/29/18;-2;-5;-7;;25.985;39.562;65.547;;;;;;;;;;;;
11/30/18;9;2;11;;25.994;39.564;65.558;;;;;;;;;;;;
12/1/18;9;41;50;;26.003;39.605;65.608;;;;;;;;;;;;
12/2/18;20;39;59;;26.023;39.644;65.667;;;;;;;;;;;;
12/3/18;-15;-7;-22;;26.008;39.637;65.645;;;;;;;;;;;;
12/4/18;3;15;18;;26.011;39.652;65.663;;;;;;;;;;;;
12/5/18;-23;-18;-41;;25.988;39.634;65.622;;;;;;;;;;;;
12/6/18;10;34;44;;25.998;39.668;65.666;;;;;;;;;;;;
12/7/18;-1;4;3;;25.997;39.672;65.669;;;;;;;;;;;;
12/8/18;9;35;44;;26.006;39.707;65.713;;;;;;;;;;;;
12/9/18;13;36;49;;26.019;39.743;65.762;;;;;;;;;;;;
12/10/18;-4;12;8;;26.015;39.755;65.770;;;;;;;;;;;;
12/11/18;-18;-16;-34;;25.997;39.739;65.736;;;;;;;;;;;;
12/12/18;-8;12;4;;25.989;39.751;65.740;;;;;;;;;;;;
12/13/18;-43;-23;-66;;25.946;39.728;65.674;;;;;;;;;;;;
12/14/18;-7;-2;-9;;25.939;39.726;65.665;;;;;;;;;;;;
12/15/18;2;49;51;;25.941;39.775;65.716;;;;;;;;;;;;
12/16/18;4;30;34;;25.945;39.805;65.750;;;;;;;;;;;;
12/17/18;6;0;6;;25.951;39.805;65.756;;;;;;;;;;;;
12/18/18;-33;-9;-42;;25.918;39.796;65.714;;;;;;;;;;;;
12/19/18;-22;-21;-43;;25.896;39.775;65.671;;;;;;;;;;;;
12/20/18;-21;-1;-22;;25.875;39.774;65.649;;;;;;;;;;;;
12/21/18;-20;18;-2;;25.855;39.792;65.647;;;;;;;;;;;;
12/22/18;13;10;23;;25.868;39.802;65.670;;;;;;;;;;;;
12/23/18;8;14;22;;25.876;39.816;65.692;;;;;;;;;;;;
12/24/18;-13;-3;-16;;25.863;39.813;65.676;;;;;;;;;;;;
12/25/18;8;25;33;;25.871;39.838;65.709;;;;;;;;;;;;
12/26/18;-10;8;-2;;25.861;39.846;65.707;;;;;;;;;;;;
12/27/18;-21;-20;-41;;25.840;39.826;65.666;;;;;;;;;;;;
12/28/18;-6;14;8;;25.834;39.840;65.674;;;;;;;;;;;;
12/29/18;5;21;26;;25.839;39.861;65.700;;;;;;;;;;;;
12/30/18;6;21;27;;25.845;39.882;65.727;;;;;;;;;;;;
12/31/18;0;-5;-5;;25.845;39.877;65.722;;;;;;;;;;;;
1/1/19;9;33;42;;25.854;39.910;65.764;;;;;;;;;;;;
1/2/19;-3;8;5;;25.851;39.918;65.769;;;;;;;;;;;;
1/3/19;-13;15;2;;25.838;39.933;65.771;;;;;;;;;;;;
1/4/19;-28;-6;-34;;25.810;39.927;65.737;;;;;;;;;;;;
1/5/19;9;32;41;;25.819;39.959;65.778;;;;;;;;;;;;
1/6/19;6;39;45;;25.825;39.998;65.823;;;;;;;;;;;;
1/7/19;7;38;45;;25.832;40.036;65.868;;;;;;;;;;;;
1/8/19;-23;17;-6;;25.809;40.053;65.862;;;;;;;;;;;;
1/9/19;-5;17;12;;25.804;40.070;65.874;;;;;;;;;;;;
1/10/19;-13;1;-12;;25.791;40.071;65.862;;;;;;;;;;;;
1/11/19;-28;-8;-36;;25.763;40.063;65.826;;;;;;;;;;;;
1/12/19;3;33;36;;25.766;40.096;65.862;;;;;;;;;;;;
1/13/19;13;33;46;;25.779;40.129;65.908;;;;;;;;;;;;
1/14/19;-5;-3;-8;;25.774;40.126;65.900;;;;;;;;;;;;
1/15/19;-6;5;-1;;25.768;40.131;65.899;;;;;;;;;;;;
1/16/19;-13;11;-2;;25.755;40.142;65.897;;;;;;;;;;;;
1/17/19;-58;-38;-96;;25.697;40.104;65.801;;;;;;;;;;;;
1/18/19;-7;7;0;;25.690;40.111;65.801;;;;;;;;;;;;
1/19/19;1;3;4;;25.691;40.114;65.805;;;;;;;;;;;;
1/20/19;11;11;22;;25.702;40.125;65.827;;;;;;;;;;;;
1/21/19;-5;-25;-30;;25.697;40.100;65.797;;;;;;;;;;;;
1/22/19;-6;-17;-23;;25.691;40.083;65.774;;;;;;;;;;;;
1/23/19;-38;-26;-64;;25.653;40.057;65.710;;;;;;;;;;;;
1/24/19;-5;5;0;;25.648;40.062;65.710;;;;;;;;;;;;
1/25/19;-1;34;33;;25.647;40.096;65.743;;;;;;;;;;;;
1/26/19;4;56;60;;25.651;40.152;65.803;;;;;;;;;;;;
1/27/19;24;51;75;;25.675;40.203;65.878;;;;;;;;;;;;
1/28/19;-1;4;3;;25.674;40.207;65.881;;;;;;;;;;;;
1/29/19;-2;-4;-6;;25.672;40.203;65.875;;;;;;;;;;;;
1/30/19;-10;-50;-60;;25.662;40.153;65.815;;;;;;;;;;;;
1/31/19;11;-14;-3;;25.673;40.139;65.812;;;;;;;;;;;;
2/1/19;-2;-12;-14;;25.671;40.127;65.798;;;;;;;;;;;;
2/2/19;4;37;41;;25.675;40.164;65.839;;;;;;;;;;;;
2/3/19;9;38;47;;25.684;40.202;65.886;;;;;;;;;;;;
2/4/19;-6;-14;-20;;25.678;40.188;65.866;;;;;;;;;;;;
2/5/19;-1;20;19;;25.677;40.208;65.885;;;;;;;;;;;;
2/6/19;-19;13;-6;;25.658;40.221;65.879;;;;;;;;;;;;
2/7/19;1;-27;-26;;25.659;40.194;65.853;;;;;;;;;;;;
2/8/19;-7;0;-7;;25.652;40.194;65.846;;;;;;;;;;;;
2/9/19;3;37;40;;25.655;40.231;65.886;;;;;;;;;;;;
2/10/19;12;31;43;;25.667;40.262;65.929;;;;;;;;;;;;
2/11/19;-3;2;-1;;25.664;40.264;65.928;;;;;;;;;;;;
2/12/19;-2;0;-2;;25.662;40.264;65.926;;;;;;;;;;;;
2/13/19;-16;-25;-41;;25.646;40.239;65.885;;;;;;;;;;;;
2/14/19;0;8;8;;25.646;40.247;65.893;;;;;;;;;;;;
2/15/19;3;20;23;;25.649;40.267;65.916;;;;;;;;;;;;
2/16/19;22;54;76;;25.671;40.321;65.992;;;;;;;;;;;;
2/17/19;17;54;71;;25.688;40.375;66.063;;;;;;;;;;;;
2/18/19;6;-6;0;;25.694;40.369;66.063;;;;;;;;;;;;
2/19/19;-3;24;21;;25.691;40.393;66.084;;;;;;;;;;;;
2/20/19;-17;-47;-64;;25.674;40.346;66.020;;;;;;;;;;;;
2/21/19;-7;19;12;;25.667;40.365;66.032;;;;;;;;;;;;
2/22/19;4;19;23;;25.671;40.384;66.055;;;;;;;;;;;;
2/23/19;25;57;82;;25.696;40.441;66.137;;;;;;;;;;;;
2/24/19;18;44;62;;25.714;40.485;66.199;;;;;;;;;;;;
2/25/19;-3;10;7;;25.711;40.495;66.206;;;;;;;;;;;;
2/26/19;5;13;18;;25.716;40.508;66.224;;;;;;;;;;;;
2/27/19;-35;-21;-56;;25.681;40.487;66.168;;;;;;;;;;;;
2/28/19;-11;37;26;;25.670;40.524;66.194;;;;;;;;;;;;
3/1/19;4;32;36;;25.674;40.556;66.230;;;;;;;;;;;;
3/2/19;22;77;99;;25.696;40.633;66.329;;;;;;;;;;;;
3/3/19;12;70;82;;25.708;40.703;66.411;;;;;;;;;;;;
3/4/19;4;12;16;;25.712;40.715;66.427;;;;;;;;;;;;
3/5/19;8;7;15;;25.720;40.722;66.442;;;;;;;;;;;;
3/6/19;-41;-42;-83;;25.679;40.680;66.359;;;;;;;;;;;;
3/7/19;-14;21;7;;25.665;40.701;66.366;;;;;;;;;;;;
3/8/19;-13;32;19;;25.652;40.733;66.385;;;;;;;;;;;;
3/9/19;24;59;83;;25.676;40.792;66.468;;;;;;;;;;;;
3/10/19;31;96;127;;25.707;40.888;66.595;;;;;;;;;;;;
3/11/19;3;24;27;;25.710;40.912;66.622;;;;;;;;;;;;
3/12/19;-9;29;20;;25.701;40.941;66.642;;;;;;;;;;;;
3/13/19;-32;-7;-39;;25.669;40.934;66.603;;;;;;;;;;;;
3/14/19;-2;9;7;;25.667;40.943;66.610;;;;;;;;;;;;
3/15/19;0;27;27;;25.667;40.970;66.637;;;;;;;;;;;;
3/16/19;16;74;90;;25.683;41.044;66.727;;;;;;;;;;;;
3/17/19;29;98;127;;25.712;41.142;66.854;;;;;;;;;;;;
3/18/19;-14;10;-4;;25.698;41.152;66.850;;;;;;;;;;;;
3/19/19;14;-1;13;;25.712;41.151;66.863;;;;;;;;;;;;
3/20/19;-47;8;-39;;25.665;41.159;66.824;;;;;;;;;;;;
3/21/19;-10;12;2;;25.655;41.171;66.826;;;;;;;;;;;;
3/22/19;-4;15;11;;25.651;41.186;66.837;;;;;;;;;;;;
3/23/19;22;65;87;;25.673;41.251;66.924;;;;;;;;;;;;
3/24/19;18;79;97;;25.691;41.330;67.021;;;;;;;;;;;;
3/25/19;2;15;17;;25.693;41.345;67.038;;;;;;;;;;;;
3/26/19;-2;1;-1;;25.691;41.346;67.037;;;;;;;;;;;;
3/27/19;-26;-31;-57;;25.665;41.315;66.980;;;;;;;;;;;;
3/28/19;9;7;16;;25.674;41.322;66.996;;;;;;;;;;;;
3/29/19;0;8;8;;25.674;41.330;67.004;;;;;;;;;;;;
3/30/19;27;69;96;;25.701;41.399;67.100;;;;;;;;;;;;
3/31/19;2;39;41;;25.703;41.438;67.141;;;;;;;;;;;;
4/1/19;14;8;22;;25.717;41.446;67.163;;;;;;;;;;;;
4/2/19;-8;13;5;;25.709;41.459;67.168;;;;;;;;;;;;
4/3/19;-26;-33;-59;;25.683;41.426;67.109;;;;;;;;;;;;
4/4/19;-5;0;-5;;25.678;41.426;67.104;;;;;;;;;;;;
4/5/19;3;-13;-10;;25.681;41.413;67.094;;;;;;;;;;;;
4/6/19;-3;11;8;;25.678;41.424;67.102;;;;;;;;;;;;
4/7/19;8;11;19;;25.686;41.435;67.121;;;;;;;;;;;;
4/8/19;13;11;24;;25.699;41.446;67.145;;;;;;;;;;;;
4/9/19;-28;-53;-81;;25.671;41.393;67.064;;;;;;;;;;;;
4/10/19;-43;-62;-105;;25.628;41.331;66.959;;;;;;;;;;;;
4/11/19;13;21;34;;25.641;41.352;66.993;;;;;;;;;;;;
4/12/19;-22;-30;-52;;25.619;41.322;66.941;;;;;;;;;;;;
4/13/19;12;45;57;;25.631;41.367;66.998;;;;;;;;;;;;
4/14/19;17;81;98;;25.648;41.448;67.096;;;;;;;;;;;;
4/15/19;-16;-9;-25;;25.632;41.439;67.071;;;;;;;;;;;;
4/16/19;1;-2;-1;;25.633;41.437;67.070;;;;;;;;;;;;
4/17/19;-3;-21;-24;;25.630;41.416;67.046;;;;;;;;;;;;
4/18/19;-8;2;-6;;25.622;41.418;67.040;;;;;;;;;;;;
4/19/19;-2;5;3;;25.620;41.423;67.043;;;;;;;;;;;;
4/20/19;1;18;19;;25.621;41.441;67.062;;;;;;;;;;;;
4/21/19;7;20;27;;25.628;41.461;67.089;;;;;;;;;;;;
4/22/19;-34;-73;-107;;25.594;41.388;66.982;;;;;;;;;;;;
4/23/19;-12;-39;-51;;25.582;41.349;66.931;;;;;;;;;;;;
4/24/19;-5;-27;-32;;25.577;41.322;66.899;;;;;;;;;;;;
4/25/19;-15;-23;-38;;25.562;41.299;66.861;;;;;;;;;;;;
4/26/19;-19;2;-17;;25.543;41.301;66.844;;;;;;;;;;;;
4/27/19;18;67;85;;25.561;41.368;66.929;;;;;;;;;;;;
4/28/19;21;64;85;;25.582;41.432;67.014;;;;;;;;;;;;
4/29/19;-31;-69;-100;;25.551;41.363;66.914;;;;;;;;;;;;
4/30/19;-17;8;-9;;25.534;41.371;66.905;;;;;;;;;;;;
5/1/19;14;87;101;;25.548;41.458;67.006;;;;;;;;;;;;
5/2/19;6;73;79;;25.554;41.531;67.085;;;;;;;;;;;;
5/3/19;0;-27;-27;;25.554;41.504;67.058;;;;;;;;;;;;
5/4/19;14;71;85;;25.568;41.575;67.143;;;;;;;;;;;;
5/5/19;13;54;67;;25.581;41.629;67.210;;;;;;;;;;;;
5/6/19;-71;-113;-184;;25.510;41.516;67.026;;;;;;;;;;;;
5/7/19;-7;-17;-24;;25.503;41.499;67.002;;;;;;;;;;;;
5/8/19;-1;-11;-12;;25.502;41.488;66.990;;;;;;;;;;;;
5/9/19;-3;10;7;;25.499;41.498;66.997;;;;;;;;;;;;
5/10/19;14;-10;4;;25.513;41.488;67.001;;;;;;;;;;;;
5/11/19;24;79;103;;25.537;41.567;67.104;;;;;;;;;;;;
5/12/19;25;52;77;;25.562;41.619;67.181;;;;;;;;;;;;
5/13/19;-5;-42;-47;;25.557;41.577;67.134;;;;;;;;;;;;
5/14/19;5;7;12;;25.562;41.584;67.146;;;;;;;;;;;;
5/15/19;7;75;82;;25.569;41.659;67.228;;;;;;;;;;;;
5/16/19;-37;-109;-146;;25.532;41.550;67.082;;;;;;;;;;;;
5/17/19;-57;-86;-143;;25.475;41.464;66.939;;;;;;;;;;;;
5/18/19;19;52;71;;25.494;41.516;67.010;;;;;;;;;;;;
5/19/19;21;46;67;;25.515;41.562;67.077;;;;;;;;;;;;
5/20/19;-3;-5;-8;;25.512;41.557;67.069;;;;;;;;;;;;
5/21/19;-19;0;-19;;25.493;41.557;67.050;;;;;;;;;;;;
5/22/19;-1;-3;-4;;25.492;41.554;67.046;;;;;;;;;;;;
5/23/19;-10;-13;-23;;25.482;41.541;67.023;;;;;;;;;;;;
5/24/19;-69;-34;-103;;25.413;41.507;66.920;;;;;;;;;;;;
5/25/19;11;42;53;;25.424;41.549;66.973;;;;;;;;;;;;
5/26/19;14;42;56;;25.438;41.591;67.029;;;;;;;;;;;;
5/27/19;-12;-4;-16;;25.426;41.587;67.013;;;;;;;;;;;;
5/28/19;-41;-44;-85;;25.385;41.543;66.928;;;;;;;;;;;;
5/29/19;-10;15;5;;25.375;41.558;66.933;;;;;;;;;;;;
5/30/19;-40;-62;-102;;25.335;41.496;66.831;;;;;;;;;;;;
5/31/19;-10;12;2;;25.325;41.508;66.833;;;;;;;;;;;;
6/1/19;26;54;80;;25.351;41.562;66.913;;;;;;;;;;;;
6/2/19;16;69;85;;25.367;41.631;66.998;;;;;;;;;;;;
6/3/19;-9;17;8;;25.358;41.648;67.006;;;;;;;;;;;;
6/4/19;4;7;11;;25.362;41.655;67.017;;;;;;;;;;;;
6/5/19;-7;29;22;;25.355;41.684;67.039;;;;;;;;;;;;
6/6/19;-35;-62;-97;;25.320;41.622;66.942;;;;;;;;;;;;
6/7/19;16;29;45;;25.336;41.651;66.987;;;;;;;;;;;;
6/8/19;14;22;36;;25.350;41.673;67.023;;;;;;;;;;;;
6/9/19;7;40;47;;25.357;41.713;67.070;;;;;;;;;;;;
6/10/19;-18;-4;-22;;25.339;41.709;67.048;;;;;;;;;;;;
6/11/19;-16;12;-4;;25.323;41.721;67.044;;;;;;;;;;;;
6/12/19;-21;0;-21;;25.302;41.721;67.023;;;;;;;;;;;;
6/13/19;-52;-58;-110;;25.250;41.663;66.913;;;;;;;;;;;;
6/14/19;-35;1;-34;;25.215;41.664;66.879;;;;;;;;;;;;
6/15/19;17;41;58;;25.232;41.705;66.937;;;;;;;;;;;;
6/16/19;21;54;75;;25.253;41.759;67.012;;;;;;;;;;;;
6/17/19;-7;-20;-27;;25.246;41.739;66.985;;;;;;;;;;;;
6/18/19;-4;-20;-24;;25.242;41.719;66.961;;;;;;;;;;;;
6/19/19;-18;-18;-36;;25.224;41.701;66.925;;;;;;;;;;;;
