Matricula;NumEmt;Marca;Modelo;Version;Combustible;ClasEcol;Plataforma;Plazas;Falta;Fbaja
2366HMX;9356;TATA HISPANO;TML H¡brido GNC;0;H¡brido;VEM;Plat. ampliada;68;29/12/2012;31/12/9999
2369HMX;9355;TATA HISPANO;TML H¡brido GNC;0;H¡brido;VEM;Plat. ampliada;68;29/12/2012;31/12/9999
9214HMX;9353;TATA HISPANO;TML H¡brido GNC;0;H¡brido;VEM;Plat. ampliada;68;29/12/2012;31/12/9999
4305HMX;9352;TATA HISPANO;TML H¡brido GNC;0;H¡brido;VEM;Plat. ampliada;68;22/12/2012;31/12/9999
4436HKV;9351;TATA HISPANO;TML H¡brido GNC;0;H¡brido;VEM;Plat. ampliada;68;22/12/2012;31/12/9999
3072HLT;9310;CASTROSéA;Tempus GNC;0;GNC;Euro V;Plat. ampliada;68;18/12/2012;31/12/9999
7937HMJ;9312;CASTROSéA;Tempus GNC;0;GNC;Euro V;Plat. ampliada;68;18/12/2012;31/12/9999
7278HLJ;9309;CASTROSéA;Tempus GNC;0;GNC;Euro V;Plat. ampliada;68;12/12/2012;31/12/9999
6288HMH;8835;MAN;NL/313-F GNC ;5;GNC;VEM;Plat. ampliada;83;06/12/2012;31/12/9999
6290HMH;8838;MAN;NL/313-F GNC ;5;GNC;VEM;Plat. ampliada;83;06/12/2012;31/12/9999
6291HMH;8834;MAN;NL/313-F GNC ;5;GNC;VEM;Plat. ampliada;83;06/12/2012;31/12/9999
2149HLJ;8941;IVECO;Citelis GNC;8;GNC;VEM;Plat. ampliada;87;28/11/2012;31/12/9999
2145HLJ;8939;IVECO;Citelis GNC;8;GNC;VEM;Plat. ampliada;87;23/11/2012;31/12/9999
4930HLC;8940;IVECO;Citelis GNC;8;GNC;VEM;Plat. ampliada;87;23/11/2012;31/12/9999
7938HMJ;9313;CASTROSéA;Tempus GNC;0;GNC;Euro V;Plat. ampliada;68;22/11/2012;31/12/9999
2158HLJ;8937;IVECO;Citelis GNC;8;GNC;VEM;Plat. ampliada;87;20/11/2012;31/12/9999
2160HLJ;8938;IVECO;Citelis GNC;8;GNC;VEM;Plat. ampliada;87;20/11/2012;31/12/9999
4942HLC;8935;IVECO;Citelis GNC;8;GNC;VEM;Plat. ampliada;87;20/11/2012;31/12/9999
6638HLC;8936;IVECO;Citelis GNC;8;GNC;VEM;Plat. ampliada;87;20/11/2012;31/12/9999
9406HLC;8934;IVECO;Citelis GNC;8;GNC;VEM;Plat. ampliada;87;20/11/2012;31/12/9999
3249FGC;4301;SCANIA;N-94/UB Omnicity ;0;Di‚sel;Euro III;Plat. simple;93;12/11/2012;31/12/9999
3270FGC;4302;SCANIA;N-94/UB Omnicity ;0;Di‚sel;Euro III;Plat. simple;93;12/11/2012;31/12/9999
3297FGC;4303;SCANIA;N-94/UB Omnicity ;0;Di‚sel;Euro III;Plat. simple;93;12/11/2012;31/12/9999
3317FGC;4304;SCANIA;N-94/UB Omnicity ;0;Di‚sel;Euro III;Plat. simple;93;12/11/2012;31/12/9999
3335FGC;4305;SCANIA;N-94/UB Omnicity ;0;Di‚sel;Euro III;Plat. simple;93;12/11/2012;31/12/9999
6446HKV;8933;IVECO;Citelis GNC;8;GNC;VEM;Plat. ampliada;87;27/10/2012;31/12/9999
6448HKV;8932;IVECO;Citelis GNC;8;GNC;VEM;Plat. ampliada;87;27/10/2012;31/12/9999
6450HKV;8931;IVECO;Citelis GNC;8;GNC;VEM;Plat. ampliada;87;26/10/2012;31/12/9999
6453HKV;8930;IVECO;Citelis GNC;8;GNC;VEM;Plat. ampliada;87;26/10/2012;31/12/9999
4510HKL;8929;IVECO;Citelis GNC;8;GNC;VEM;Plat. ampliada;87;20/10/2012;31/12/9999
4520HKL;8927;IVECO;Citelis GNC;8;GNC;VEM;Plat. ampliada;87;20/10/2012;31/12/9999
4514HKL;8928;IVECO;Citelis GNC;8;GNC;VEM;Plat. ampliada;87;19/10/2012;31/12/9999
4534HKL;8926;IVECO;Citelis GNC;8;GNC;VEM;Plat. ampliada;87;19/10/2012;31/12/9999
4860HLM;510;MAN;NG/313-F GNC Articulado ;0;GNC;VEM;Plat. ampliada;115;19/10/2012;31/12/9999
4867HLM;511;MAN;NG/313-F GNC Articulado ;0;GNC;VEM;Plat. ampliada;115;16/10/2012;31/12/9999
7742HLM;512;MAN;NG/313-F GNC Articulado ;0;GNC;VEM;Plat. ampliada;115;16/10/2012;31/12/9999
7743HLM;514;MAN;NG/313-F GNC Articulado ;0;GNC;VEM;Plat. ampliada;115;16/10/2012;31/12/9999
7751HLM;513;MAN;NG/313-F GNC Articulado ;0;GNC;VEM;Plat. ampliada;115;16/10/2012;31/12/9999
2840HKS;502;MAN;NG/313-F GNC Articulado ;0;GNC;VEM;Plat. ampliada;115;02/10/2012;31/12/9999
2841HKS;501;MAN;NG/313-F GNC Articulado ;0;GNC;VEM;Plat. ampliada;115;02/10/2012;31/12/9999
4003HKZ;503;MAN;NG/313-F GNC Articulado ;0;GNC;VEM;Plat. ampliada;115;02/10/2012;31/12/9999
4006HKZ;505;MAN;NG/313-F GNC Articulado ;0;GNC;VEM;Plat. ampliada;115;02/10/2012;31/12/9999
4863HLM;509;MAN;NG/313-F GNC Articulado ;0;GNC;VEM;Plat. ampliada;115;02/10/2012;31/12/9999
5626HLB;508;MAN;NG/313-F GNC Articulado ;0;GNC;VEM;Plat. ampliada;115;02/10/2012;31/12/9999
5627HLB;507;MAN;NG/313-F GNC Articulado ;0;GNC;VEM;Plat. ampliada;115;02/10/2012;31/12/9999
8700HKZ;504;MAN;NG/313-F GNC Articulado ;0;GNC;VEM;Plat. ampliada;115;02/10/2012;31/12/9999
8707HKZ;506;MAN;NG/313-F GNC Articulado ;0;GNC;VEM;Plat. ampliada;115;02/10/2012;31/12/9999
3083HLT;9311;CASTROSéA;Tempus GNC;0;GNC;Euro V;Plat. ampliada;68;08/09/2012;31/12/9999
7325HLJ;9308;CASTROSéA;Tempus GNC;0;GNC;Euro V;Plat. ampliada;68;08/09/2012;31/12/9999
3177HLF;8327;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;07/08/2012;31/12/9999
4621HLD;8328;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;07/08/2012;31/12/9999
5385HLD;8326;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;07/08/2012;31/12/9999
3173HLF;8329;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;03/08/2012;31/12/9999
9403HLC;8325;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;03/08/2012;31/12/9999
3998HKZ;8323;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;30/07/2012;31/12/9999
4628HLD;8322;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;30/07/2012;31/12/9999
9363HLC;8324;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;30/07/2012;31/12/9999
6295HLC;8321;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;24/07/2012;31/12/9999
9899HKV;9307;CASTROSéA;Tempus GNC;0;GNC;Euro V;Plat. ampliada;68;23/07/2012;31/12/9999
9909HKV;9306;CASTROSéA;Tempus GNC;0;GNC;Euro V;Plat. ampliada;68;23/07/2012;31/12/9999
1392HKX;8319;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;19/07/2012;31/12/9999
5632HKW;8317;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;19/07/2012;31/12/9999
5647HKW;8318;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;19/07/2012;31/12/9999
5821HKW;8320;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;19/07/2012;31/12/9999
5833HKW;8316;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;14/07/2012;31/12/9999
5812HKW;8314;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;13/07/2012;31/12/9999
6281HLC;8315;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;13/07/2012;31/12/9999
2855HKS;8313;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;05/07/2012;31/12/9999
2857HKS;8312;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;30/06/2012;31/12/9999
3854HKS;8311;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;30/06/2012;31/12/9999
4813HKR;8833;MAN;NL/313-F GNC ;5;GNC;VEM;Plat. ampliada;83;30/06/2012;31/12/9999
4815HKR;8832;MAN;NL/313-F GNC ;5;GNC;VEM;Plat. ampliada;83;30/06/2012;31/12/9999
2859HKS;8310;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;23/06/2012;31/12/9999
2863HKS;8308;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;23/06/2012;31/12/9999
4818HKR;8831;MAN;NL/313-F GNC ;5;GNC;VEM;Plat. ampliada;83;23/06/2012;31/12/9999
4821HKR;8830;MAN;NL/313-F GNC ;5;GNC;VEM;Plat. ampliada;83;23/06/2012;31/12/9999
2862HKS;8309;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;15/06/2012;31/12/9999
8963HKC;8300;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;15/06/2012;31/12/9999
1412HJR;9301;CASTROSéA;Tempus GNC;0;GNC;Sin emisiones;Plat. ampliada;68;12/06/2012;29/12/2017
5668HJY;9303;CASTROSéA;Tempus GNC;0;GNC;Sin emisiones;Plat. ampliada;68;12/06/2012;29/12/2017
5682HJY;9302;CASTROSéA;Tempus GNC;0;GNC;Sin emisiones;Plat. ampliada;68;12/06/2012;29/12/2017
6689HKL;9304;CASTROSéA;Tempus GNC;0;GNC;Sin emisiones;Plat. ampliada;68;12/06/2012;29/12/2017
6699HKL;9305;CASTROSéA;Tempus GNC;0;GNC;Sin emisiones;Plat. ampliada;68;12/06/2012;29/12/2017
7889HKL;8303;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;12/06/2012;31/12/9999
7891HKL;8304;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;12/06/2012;31/12/9999
7896HKL;8305;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;12/06/2012;31/12/9999
7897HKL;8307;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;12/06/2012;31/12/9999
7898HKL;8306;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;12/06/2012;31/12/9999
8967HKC;8297;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;12/06/2012;31/12/9999
4793HKR;8827;MAN;NL/313-F GNC ;5;GNC;VEM;Plat. ampliada;83;26/05/2012;31/12/9999
4796HKR;8829;MAN;NL/313-F GNC ;5;GNC;VEM;Plat. ampliada;83;26/05/2012;31/12/9999
4801HKR;8828;MAN;NL/313-F GNC ;5;GNC;VEM;Plat. ampliada;83;26/05/2012;31/12/9999
4807HKR;8826;MAN;NL/313-F GNC ;5;GNC;VEM;Plat. ampliada;83;26/05/2012;31/12/9999
4812HKR;8825;MAN;NL/313-F GNC ;5;GNC;VEM;Plat. ampliada;83;26/05/2012;31/12/9999
1470HKF;8299;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;12/05/2012;31/12/9999
8961HKC;8302;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;12/05/2012;31/12/9999
8962HKC;8301;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;12/05/2012;31/12/9999
8964HKC;8298;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;12/05/2012;31/12/9999
8965HKC;8296;IVECO;Citelis GNC;7;GNC;VEM;Plat. ampliada;87;12/05/2012;31/12/9999
0418HJH;9116;BREDAMENARINIBUS;Vivacity GNC;1;GNC;VEM;Plat. simple;41;31/03/2012;31/12/9999
0421HJH;9124;BREDAMENARINIBUS;Vivacity GNC;1;GNC;VEM;Plat. simple;41;31/03/2012;31/12/9999
0425HJH;9126;BREDAMENARINIBUS;Vivacity GNC;1;GNC;VEM;Plat. simple;41;31/03/2012;31/12/9999
0431HJH;9125;BREDAMENARINIBUS;Vivacity GNC;1;GNC;VEM;Plat. simple;41;31/03/2012;31/12/9999
0434HJH;9123;BREDAMENARINIBUS;Vivacity GNC;1;GNC;VEM;Plat. simple;41;31/03/2012;31/12/9999
7701HJS;9129;BREDAMENARINIBUS;Vivacity GNC;1;GNC;VEM;Plat. simple;41;31/03/2012;31/12/9999
7703HJS;9128;BREDAMENARINIBUS;Vivacity GNC;1;GNC;VEM;Plat. simple;41;31/03/2012;31/12/9999
7705HJS;9130;BREDAMENARINIBUS;Vivacity GNC;1;GNC;VEM;Plat. simple;41;31/03/2012;31/12/9999
7706HJS;9127;BREDAMENARINIBUS;Vivacity GNC;1;GNC;VEM;Plat. simple;41;31/03/2012;31/12/9999
7708HJS;9118;BREDAMENARINIBUS;Vivacity GNC;1;GNC;VEM;Plat. simple;41;31/03/2012;31/12/9999
1632HJG;8824;MAN;NL/313-F GNC ;5;GNC;VEM;Plat. ampliada;83;07/03/2012;31/12/9999
1643HJG;8823;MAN;NL/313-F GNC ;5;GNC;VEM;Plat. ampliada;83;07/03/2012;31/12/9999
1655HJG;8822;MAN;NL/313-F GNC ;5;GNC;VEM;Plat. ampliada;83;07/03/2012;31/12/9999
1666HJG;8821;MAN;NL/313-F GNC ;5;GNC;VEM;Plat. ampliada;83;07/03/2012;31/12/9999
4255HHX;9117;BREDAMENARINIBUS;Vivacity GNC;1;GNC;VEM;Plat. simple;41;17/02/2012;31/12/9999
4263HHX;9119;BREDAMENARINIBUS;Vivacity GNC;1;GNC;VEM;Plat. simple;41;17/02/2012;31/12/9999
6516HHY;8820;MAN;NL/313-F GNC ;5;GNC;VEM;Plat. ampliada;83;17/02/2012;31/12/9999
8761HHX;9122;BREDAMENARINIBUS;Vivacity GNC;1;GNC;VEM;Plat. simple;41;17/02/2012;31/12/9999
8762HHX;9121;BREDAMENARINIBUS;Vivacity GNC;1;GNC;VEM;Plat. simple;41;17/02/2012;31/12/9999
8763HHX;9120;BREDAMENARINIBUS;Vivacity GNC;1;GNC;VEM;Plat. simple;41;17/02/2012;31/12/9999
3566HFX;8567;IVECO;Citelis GNC;6;GNC;VEM;Plat. ampliada;87;25/11/2011;31/12/9999
3567HFX;8568;IVECO;Citelis GNC;6;GNC;VEM;Plat. ampliada;87;25/11/2011;31/12/9999
3569HFX;8572;IVECO;Citelis GNC;6;GNC;VEM;Plat. ampliada;87;25/11/2011;31/12/9999
3574HFX;8571;IVECO;Citelis GNC;6;GNC;VEM;Plat. ampliada;87;25/11/2011;31/12/9999
3568HFX;8569;IVECO;Citelis GNC;6;GNC;VEM;Plat. ampliada;87;24/11/2011;31/12/9999
3570HFX;8573;IVECO;Citelis GNC;6;GNC;VEM;Plat. ampliada;87;24/11/2011;31/12/9999
3571HFX;8574;IVECO;Citelis GNC;6;GNC;VEM;Plat. ampliada;87;24/11/2011;31/12/9999
3573HFX;8570;IVECO;Citelis GNC;6;GNC;VEM;Plat. ampliada;87;24/11/2011;31/12/9999
3575HFX;8575;IVECO;Citelis GNC;6;GNC;VEM;Plat. ampliada;87;24/11/2011;31/12/9999
3301HHB;8819;MAN;NL/313-F GNC ;4;GNC;VEM;Plat. ampliada;83;23/11/2011;31/12/9999
3353HHB;8817;MAN;NL/313-F GNC ;4;GNC;VEM;Plat. ampliada;83;23/11/2011;31/12/9999
3357HHB;8816;MAN;NL/313-F GNC ;4;GNC;VEM;Plat. ampliada;83;23/11/2011;31/12/9999
3361HHB;8818;MAN;NL/313-F GNC ;4;GNC;VEM;Plat. ampliada;83;23/11/2011;31/12/9999
0161HGH;8922;IVECO;Citelis GNC;5;GNC;VEM;Plat. ampliada;87;19/11/2011;31/12/9999
8412HGG;8923;IVECO;Citelis GNC;5;GNC;VEM;Plat. ampliada;87;19/11/2011;31/12/9999
8427HGG;8924;IVECO;Citelis GNC;5;GNC;VEM;Plat. ampliada;87;19/11/2011;31/12/9999
8431HGG;8925;IVECO;Citelis GNC;5;GNC;VEM;Plat. ampliada;87;19/11/2011;31/12/9999
3562HFX;8564;IVECO;Citelis GNC;6;GNC;VEM;Plat. ampliada;87;12/11/2011;31/12/9999
3563HFX;8565;IVECO;Citelis GNC;6;GNC;VEM;Plat. ampliada;87;12/11/2011;31/12/9999
3564HFX;8566;IVECO;Citelis GNC;6;GNC;VEM;Plat. ampliada;87;12/11/2011;31/12/9999
3553HFX;8559;IVECO;Citelis GNC;6;GNC;VEM;Plat. ampliada;87;09/11/2011;31/12/9999
3557HFX;8563;IVECO;Citelis GNC;6;GNC;VEM;Plat. ampliada;87;09/11/2011;31/12/9999
3558HFX;8560;IVECO;Citelis GNC;6;GNC;VEM;Plat. ampliada;87;09/11/2011;31/12/9999
3559HFX;8561;IVECO;Citelis GNC;6;GNC;VEM;Plat. ampliada;87;09/11/2011;31/12/9999
3560HFX;8562;IVECO;Citelis GNC;6;GNC;VEM;Plat. ampliada;87;09/11/2011;31/12/9999
6411HGP;8773;MAN;NL/313-F GNC ;3;GNC;VEM;Plat. ampliada;83;29/10/2011;31/12/9999
6416HGP;8775;MAN;NL/313-F GNC ;3;GNC;VEM;Plat. ampliada;83;29/10/2011;31/12/9999
6422HGP;8771;MAN;NL/313-F GNC ;3;GNC;VEM;Plat. ampliada;83;29/10/2011;31/12/9999
6401HGP;8767;MAN;NL/313-F GNC ;3;GNC;VEM;Plat. ampliada;83;27/10/2011;31/12/9999
6423HGP;8768;MAN;NL/313-F GNC ;3;GNC;VEM;Plat. ampliada;83;27/10/2011;31/12/9999
7610HGP;8772;MAN;NL/313-F GNC ;3;GNC;VEM;Plat. ampliada;83;27/10/2011;31/12/9999
6409HGP;8770;MAN;NL/313-F GNC ;3;GNC;VEM;Plat. ampliada;83;21/10/2011;31/12/9999
6415HGP;8774;MAN;NL/313-F GNC ;3;GNC;VEM;Plat. ampliada;83;21/10/2011;31/12/9999
7605HGP;8769;MAN;NL/313-F GNC ;3;GNC;VEM;Plat. ampliada;83;21/10/2011;31/12/9999
8040HFV;8811;MAN;NL/313-F GNC ;4;GNC;VEM;Plat. ampliada;83;24/09/2011;31/12/9999
8069HFV;8815;MAN;NL/313-F GNC ;4;GNC;VEM;Plat. ampliada;83;24/09/2011;31/12/9999
8070HFV;8810;MAN;NL/313-F GNC ;4;GNC;VEM;Plat. ampliada;83;24/09/2011;31/12/9999
8085HFV;8812;MAN;NL/313-F GNC ;4;GNC;VEM;Plat. ampliada;83;24/09/2011;31/12/9999
8072HFV;8814;MAN;NL/313-F GNC ;4;GNC;VEM;Plat. ampliada;83;09/08/2011;31/12/9999
8083HFV;8813;MAN;NL/313-F GNC ;4;GNC;VEM;Plat. ampliada;83;09/08/2011;31/12/9999
0092HDF;9227;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;03/08/2011;31/12/9999
1251HCZ;9220;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;03/08/2011;31/12/9999
2642HDL;9233;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;03/08/2011;31/12/9999
4944HDH;9229;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;03/08/2011;31/12/9999
8896HDM;9235;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;03/08/2011;31/12/9999
0095HDF;9225;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;29/07/2011;31/12/9999
1252HCZ;9218;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;29/07/2011;31/12/9999
1701HDD;9224;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;29/07/2011;31/12/9999
2639HDL;9231;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;29/07/2011;31/12/9999
5227HDG;9230;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;29/07/2011;31/12/9999
1723GYZ;8912;IVECO;Citelis GNC;1;GNC;VEM;Plat. ampliada;87;28/07/2011;31/12/9999
1751GYZ;8913;IVECO;Citelis GNC;1;GNC;VEM;Plat. ampliada;87;28/07/2011;31/12/9999
1756GYZ;8911;IVECO;Citelis GNC;1;GNC;VEM;Plat. ampliada;87;28/07/2011;31/12/9999
1762GYZ;8910;IVECO;Citelis GNC;1;GNC;VEM;Plat. ampliada;87;28/07/2011;31/12/9999
2811HFM;5131;IVECO;Citelis Aeropuerto GNC;4;GNC;VEM;Plat. ampliada;77;28/07/2011;31/12/9999
2813HFM;5129;IVECO;Citelis Aeropuerto GNC;4;GNC;VEM;Plat. ampliada;77;28/07/2011;31/12/9999
2820HFM;5125;IVECO;Citelis Aeropuerto GNC;4;GNC;VEM;Plat. ampliada;77;28/07/2011;31/12/9999
2827HFM;5130;IVECO;Citelis Aeropuerto GNC;4;GNC;VEM;Plat. ampliada;77;28/07/2011;31/12/9999
1256HCZ;9215;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;27/07/2011;31/12/9999
2622HDL;9236;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;27/07/2011;31/12/9999
4192HDS;9238;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;27/07/2011;31/12/9999
4195HDS;9239;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;27/07/2011;31/12/9999
4337HCT;9213;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;27/07/2011;31/12/9999
4343HCT;9211;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;27/07/2011;31/12/9999
8696HCN;9207;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;27/07/2011;31/12/9999
1770GYZ;8909;IVECO;Citelis GNC;1;GNC;VEM;Plat. ampliada;87;22/07/2011;31/12/9999
1775GYZ;8908;IVECO;Citelis GNC;1;GNC;VEM;Plat. ampliada;87;22/07/2011;31/12/9999
1783GYZ;8907;IVECO;Citelis GNC;1;GNC;VEM;Plat. ampliada;87;22/07/2011;31/12/9999
1786GYZ;8906;IVECO;Citelis GNC;1;GNC;VEM;Plat. ampliada;87;22/07/2011;31/12/9999
2814HFM;5128;IVECO;Citelis Aeropuerto GNC;4;GNC;VEM;Plat. ampliada;77;22/07/2011;31/12/9999
2816HFM;5127;IVECO;Citelis Aeropuerto GNC;4;GNC;VEM;Plat. ampliada;77;22/07/2011;31/12/9999
2818HFM;5126;IVECO;Citelis Aeropuerto GNC;4;GNC;VEM;Plat. ampliada;77;22/07/2011;31/12/9999
2822HFM;5124;IVECO;Citelis Aeropuerto GNC;4;GNC;VEM;Plat. ampliada;77;22/07/2011;31/12/9999
1764GYZ;8905;IVECO;Citelis GNC;1;GNC;VEM;Plat. ampliada;87;21/07/2011;31/12/9999
1767GYZ;8904;IVECO;Citelis GNC;1;GNC;VEM;Plat. ampliada;87;21/07/2011;31/12/9999
2796HFM;5122;IVECO;Citelis Aeropuerto GNC;4;GNC;VEM;Plat. ampliada;77;21/07/2011;31/12/9999
2797HFM;5121;IVECO;Citelis Aeropuerto GNC;4;GNC;VEM;Plat. ampliada;77;21/07/2011;31/12/9999
2824HFM;5123;IVECO;Citelis Aeropuerto GNC;4;GNC;VEM;Plat. ampliada;77;21/07/2011;31/12/9999
2826HFM;5120;IVECO;Citelis Aeropuerto GNC;4;GNC;VEM;Plat. ampliada;77;21/07/2011;31/12/9999
5810GYR;8903;IVECO;Citelis GNC;1;GNC;VEM;Plat. ampliada;87;21/07/2011;31/12/9999
5811GYR;8902;IVECO;Citelis GNC;1;GNC;VEM;Plat. ampliada;87;21/07/2011;31/12/9999
2545HCZ;9223;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;20/07/2011;31/12/9999
2641HDL;9232;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;20/07/2011;31/12/9999
2541HCZ;9219;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;19/07/2011;31/12/9999
0609HDG;9228;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;16/07/2011;31/12/9999
6791HDW;9237;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;13/07/2011;31/12/9999
7473HDL;9234;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;13/07/2011;31/12/9999
2544HCZ;9222;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;01/07/2011;31/12/9999
4345HCT;9210;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;01/07/2011;31/12/9999
5768HCR;9208;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;01/07/2011;31/12/9999
6188HCX;9214;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;01/07/2011;31/12/9999
1255HCZ;9216;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;23/06/2011;31/12/9999
0094HDF;9226;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;21/06/2011;31/12/9999
4339HCT;9212;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;21/06/2011;31/12/9999
4347HCT;9209;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;21/06/2011;31/12/9999
8700HCN;9206;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;21/06/2011;31/12/9999
4184HDC;9221;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;18/06/2011;31/12/9999
1254HCZ;9217;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;15/06/2011;31/12/9999
7004HCK;9201;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;15/06/2011;31/12/9999
2547HCM;9203;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;14/06/2011;31/12/9999
5770HCR;9205;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;10/06/2011;31/12/9999
5773HCR;9204;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;10/06/2011;31/12/9999
8706HCN;9202;BREDAMENARINIBUS;Avancity GNC;0;GNC;VEM;Plat. ampliada;76;10/06/2011;31/12/9999
8400HDN;8294;IVECO;Citelis GNC;0;GNC;VEM;Plat. ampliada;87;02/06/2011;31/12/9999
9174HDN;8295;IVECO;Citelis GNC;0;GNC;VEM;Plat. ampliada;87;02/06/2011;31/12/9999
8134HDJ;8805;MAN;NL/313-F GNC ;4;GNC;VEM;Plat. ampliada;83;24/05/2011;31/12/9999
8139HDJ;8806;MAN;NL/313-F GNC ;4;GNC;VEM;Plat. ampliada;83;24/05/2011;31/12/9999
8142HDJ;8807;MAN;NL/313-F GNC ;4;GNC;VEM;Plat. ampliada;83;24/05/2011;31/12/9999
8144HDJ;8808;MAN;NL/313-F GNC ;4;GNC;VEM;Plat. ampliada;83;24/05/2011;31/12/9999
8150HDJ;8809;MAN;NL/313-F GNC ;4;GNC;VEM;Plat. ampliada;83;24/05/2011;31/12/9999
