Fecha;Cod_billete;Des_billete;Num_users
12/9/18;3;Infantil ida;6
12/9/18;4;Infantil ida y vuelta;82
12/9/18;5;Junior ida;18
12/9/18;6;Junior ida y vuelta;179
12/9/18;7;Senior ida;7
12/9/18;8;Senior ida y vuelta;49
12/9/18;9;PMR ida;1
12/9/18;10;PMR ida y vuelta;11
12/9/18;15;Invitacion ida y vuelta;4
12/9/18;21;Acomp PMR  ida;1
12/9/18;22;Acomp PMR  ida y vuelta;12
12/9/18;25;Desempleados Ida y vuelta;8
12/9/18;26;Fam Num Ida y vuelta;50
12/9/18;33;C joven ida y vuelta;22
12/9/18;39;Monumento grande;4
12/15/18;1;Adulto ida;157
12/15/18;2;Adulto Ida y vuelta;677
12/15/18;4;Infantil ida y vuelta;35
12/15/18;5;Junior ida;8
12/15/18;6;Junior ida y vuelta;100
12/15/18;7;Senior ida;9
12/15/18;8;Senior ida y vuelta;38
12/15/18;10;PMR ida y vuelta;2
12/15/18;22;Acomp PMR  ida y vuelta;2
12/15/18;25;Desempleados Ida y vuelta;2
12/15/18;26;Fam Num Ida y vuelta;50
12/15/18;33;C joven ida y vuelta;14
12/16/18;1;Adulto ida;250
12/16/18;2;Adulto Ida y vuelta;207
12/16/18;3;Infantil ida;8
12/16/18;4;Infantil ida y vuelta;10
12/16/18;5;Junior ida;10
12/16/18;6;Junior ida y vuelta;30
12/16/18;7;Senior ida;1
12/16/18;8;Senior ida y vuelta;5
12/16/18;9;PMR ida;3
12/16/18;16;Adulto viento;70
12/16/18;17;Infantil viento;1
12/16/18;18;Junior viento;4
12/16/18;19;Senior viento;1
12/16/18;21;Acomp PMR  ida;4
12/16/18;26;Fam Num Ida y vuelta;20
12/16/18;39;Monumento grande;2
12/22/18;1;Adulto ida;90
12/22/18;2;Adulto Ida y vuelta;364
12/22/18;3;Infantil ida;2
12/22/18;4;Infantil ida y vuelta;23
12/22/18;5;Junior ida;6
12/22/18;6;Junior ida y vuelta;56
12/22/18;7;Senior ida;1
12/22/18;8;Senior ida y vuelta;10
12/22/18;9;PMR ida;1
12/22/18;10;PMR ida y vuelta;6
12/22/18;21;Acomp PMR  ida;1
12/22/18;22;Acomp PMR  ida y vuelta;6
12/22/18;26;Fam Num Ida y vuelta;18
12/22/18;33;C joven ida y vuelta;10
12/23/18;1;Adulto ida;114
12/23/18;2;Adulto Ida y vuelta;510
12/23/18;3;Infantil ida;7
12/23/18;4;Infantil ida y vuelta;35
12/23/18;5;Junior ida;9
12/23/18;6;Junior ida y vuelta;98
12/23/18;8;Senior ida y vuelta;16
12/23/18;9;PMR ida;1
12/23/18;10;PMR ida y vuelta;8
12/23/18;15;Invitacion ida y vuelta;1
12/23/18;21;Acomp PMR  ida;1
12/23/18;22;Acomp PMR  ida y vuelta;8
12/23/18;25;Desempleados Ida y vuelta;4
12/23/18;26;Fam Num Ida y vuelta;40
12/23/18;33;C joven ida y vuelta;18
12/23/18;39;Monumento grande;1
12/24/18;1;Adulto ida;56
12/24/18;2;Adulto Ida y vuelta;301
12/24/18;4;Infantil ida y vuelta;32
12/24/18;5;Junior ida;9
12/24/18;6;Junior ida y vuelta;58
12/24/18;7;Senior ida;4
12/24/18;8;Senior ida y vuelta;18
12/24/18;10;PMR ida y vuelta;3
12/24/18;22;Acomp PMR  ida y vuelta;3
12/24/18;25;Desempleados Ida y vuelta;1
12/24/18;26;Fam Num Ida y vuelta;21
12/24/18;33;C joven ida y vuelta;3
12/26/18;1;Adulto ida;216
12/26/18;2;Adulto Ida y vuelta;686
12/26/18;3;Infantil ida;4
12/26/18;4;Infantil ida y vuelta;43
12/26/18;5;Junior ida;40
12/26/18;6;Junior ida y vuelta;195
12/26/18;7;Senior ida;6
12/26/18;8;Senior ida y vuelta;52
12/26/18;9;PMR ida;1
12/26/18;10;PMR ida y vuelta;7
12/26/18;21;Acomp PMR  ida;1
12/26/18;22;Acomp PMR  ida y vuelta;7
12/26/18;25;Desempleados Ida y vuelta;2
12/26/18;26;Fam Num Ida y vuelta;74
12/26/18;33;C joven ida y vuelta;10
12/26/18;39;Monumento grande;1
12/27/18;1;Adulto ida;232
12/27/18;2;Adulto Ida y vuelta;929
12/27/18;3;Infantil ida;6
12/27/18;4;Infantil ida y vuelta;67
12/27/18;5;Junior ida;50
12/27/18;6;Junior ida y vuelta;300
12/27/18;7;Senior ida;9
12/27/18;8;Senior ida y vuelta;71
12/27/18;9;PMR ida;1
12/27/18;10;PMR ida y vuelta;17
12/27/18;15;Invitacion ida y vuelta;4
12/27/18;21;Acomp PMR  ida;1
12/27/18;22;Acomp PMR  ida y vuelta;17
12/27/18;25;Desempleados Ida y vuelta;7
12/27/18;26;Fam Num Ida y vuelta;78
12/27/18;33;C joven ida y vuelta;36
12/28/18;1;Adulto ida;297
12/28/18;2;Adulto Ida y vuelta;931
12/28/18;3;Infantil ida;10
12/28/18;4;Infantil ida y vuelta;70
12/28/18;5;Junior ida;44
12/28/18;6;Junior ida y vuelta;234
12/28/18;7;Senior ida;5
12/28/18;8;Senior ida y vuelta;58
12/28/18;9;PMR ida;3
12/28/18;10;PMR ida y vuelta;9
12/28/18;13;Grupos ida y vuelta;38
12/28/18;14;Grupos Acomp ida y vuelta;9
12/28/18;15;Invitacion ida y vuelta;6
12/28/18;21;Acomp PMR  ida;3
12/28/18;22;Acomp PMR  ida y vuelta;9
12/28/18;25;Desempleados Ida y vuelta;6
12/28/18;26;Fam Num Ida y vuelta;113
12/28/18;33;C joven ida y vuelta;22
12/29/18;1;Adulto ida;421
12/29/18;2;Adulto Ida y vuelta;1125
12/29/18;3;Infantil ida;16
12/29/18;4;Infantil ida y vuelta;71
12/29/18;5;Junior ida;52
12/29/18;6;Junior ida y vuelta;233
12/29/18;7;Senior ida;12
12/29/18;8;Senior ida y vuelta;63
12/29/18;9;PMR ida;4
12/29/18;10;PMR ida y vuelta;20
12/29/18;21;Acomp PMR  ida;4
12/29/18;22;Acomp PMR  ida y vuelta;21
12/29/18;25;Desempleados Ida y vuelta;7
12/29/18;26;Fam Num Ida y vuelta;121
12/29/18;33;C joven ida y vuelta;26
12/30/18;1;Adulto ida;565
12/30/18;2;Adulto Ida y vuelta;1258
12/30/18;3;Infantil ida;16
12/30/18;4;Infantil ida y vuelta;76
12/30/18;5;Junior ida;67
12/30/18;6;Junior ida y vuelta;233
12/30/18;7;Senior ida;12
12/30/18;8;Senior ida y vuelta;39
12/30/18;9;PMR ida;3
12/30/18;10;PMR ida y vuelta;14
12/30/18;20;PMR viento;0
12/30/18;21;Acomp PMR  ida;3
12/30/18;22;Acomp PMR  ida y vuelta;14
12/30/18;25;Desempleados Ida y vuelta;2
12/30/18;26;Fam Num Ida y vuelta;84
12/30/18;33;C joven ida y vuelta;21
12/31/18;1;Adulto ida;386
12/31/18;2;Adulto Ida y vuelta;903
12/31/18;3;Infantil ida;10
12/31/18;4;Infantil ida y vuelta;35
12/31/18;5;Junior ida;27
12/31/18;6;Junior ida y vuelta;110
12/31/18;7;Senior ida;4
12/31/18;8;Senior ida y vuelta;33
12/31/18;9;PMR ida;1
12/31/18;10;PMR ida y vuelta;8
12/31/18;21;Acomp PMR  ida;1
12/31/18;22;Acomp PMR  ida y vuelta;8
12/31/18;26;Fam Num Ida y vuelta;55
12/31/18;33;C joven ida y vuelta;9
12/31/18;39;Monumento grande;2
1/1/19;1;Adulto ida;435
1/1/19;2;Adulto Ida y vuelta;1126
1/1/19;3;Infantil ida;10
1/1/19;4;Infantil ida y vuelta;45
1/1/19;5;Junior ida;37
1/1/19;6;Junior ida y vuelta;158
1/1/19;7;Senior ida;11
1/1/19;8;Senior ida y vuelta;50
1/1/19;10;PMR ida y vuelta;6
1/1/19;22;Acomp PMR  ida y vuelta;7
1/1/19;25;Desempleados Ida y vuelta;6
1/1/19;26;Fam Num Ida y vuelta;80
1/1/19;28;Abono anual;2
1/1/19;33;C joven ida y vuelta;3
1/1/19;39;Monumento grande;1
1/1/19;116;Mutua M. Ida y vuelta;4
1/2/19;1;Adulto ida;294
1/2/19;2;Adulto Ida y vuelta;1057
1/2/19;3;Infantil ida;4
1/2/19;4;Infantil ida y vuelta;90
1/2/19;5;Junior ida;53
1/2/19;6;Junior ida y vuelta;267
1/2/19;7;Senior ida;8
1/2/19;8;Senior ida y vuelta;59
1/2/19;9;PMR ida;1
1/2/19;10;PMR ida y vuelta;19
1/2/19;15;Invitacion ida y vuelta;4
1/2/19;21;Acomp PMR  ida;1
1/2/19;22;Acomp PMR  ida y vuelta;19
1/2/19;25;Desempleados Ida y vuelta;4
1/2/19;26;Fam Num Ida y vuelta;82
1/2/19;33;C joven ida y vuelta;17
1/2/19;120;Madrid City Tour Ida y vuelta;4
1/3/19;1;Adulto ida;257
1/3/19;2;Adulto Ida y vuelta;988
1/3/19;3;Infantil ida;10
1/3/19;4;Infantil ida y vuelta;61
1/3/19;5;Junior ida;61
1/3/19;6;Junior ida y vuelta;294
1/3/19;7;Senior ida;3
1/3/19;8;Senior ida y vuelta;62
1/3/19;9;PMR ida;6
1/3/19;10;PMR ida y vuelta;15
1/3/19;21;Acomp PMR  ida;6
1/3/19;22;Acomp PMR  ida y vuelta;15
1/3/19;25;Desempleados Ida y vuelta;5
1/3/19;26;Fam Num Ida y vuelta;106
1/3/19;33;C joven ida y vuelta;15
1/3/19;120;Madrid City Tour Ida y vuelta;8
1/4/19;1;Adulto ida;250
1/4/19;2;Adulto Ida y vuelta;918
1/4/19;3;Infantil ida;5
1/4/19;4;Infantil ida y vuelta;80
1/4/19;5;Junior ida;32
1/4/19;6;Junior ida y vuelta;255
1/4/19;7;Senior ida;9
1/4/19;8;Senior ida y vuelta;51
1/4/19;9;PMR ida;2
1/4/19;10;PMR ida y vuelta;13
1/4/19;21;Acomp PMR  ida;2
1/4/19;22;Acomp PMR  ida y vuelta;13
1/4/19;25;Desempleados Ida y vuelta;8
1/4/19;26;Fam Num Ida y vuelta;119
1/4/19;33;C joven ida y vuelta;28
1/4/19;120;Madrid City Tour Ida y vuelta;7
1/5/19;1;Adulto ida;178
1/5/19;2;Adulto Ida y vuelta;724
1/5/19;3;Infantil ida;2
1/5/19;4;Infantil ida y vuelta;38
1/5/19;5;Junior ida;19
1/5/19;6;Junior ida y vuelta;158
1/5/19;7;Senior ida;6
1/5/19;8;Senior ida y vuelta;41
1/5/19;9;PMR ida;2
1/5/19;10;PMR ida y vuelta;21
1/5/19;15;Invitacion ida y vuelta;1
1/5/19;21;Acomp PMR  ida;2
1/5/19;22;Acomp PMR  ida y vuelta;21
1/5/19;26;Fam Num Ida y vuelta;50
1/5/19;33;C joven ida y vuelta;22
1/5/19;120;Madrid City Tour Ida y vuelta;29
1/6/19;1;Adulto ida;237
1/6/19;2;Adulto Ida y vuelta;729
1/6/19;3;Infantil ida;2
1/6/19;4;Infantil ida y vuelta;38
1/6/19;5;Junior ida;24
1/6/19;6;Junior ida y vuelta;98
1/6/19;7;Senior ida;4
1/6/19;8;Senior ida y vuelta;23
1/6/19;9;PMR ida;1
1/6/19;10;PMR ida y vuelta;3
1/6/19;21;Acomp PMR  ida;1
1/6/19;22;Acomp PMR  ida y vuelta;2
1/6/19;25;Desempleados Ida y vuelta;1
1/6/19;26;Fam Num Ida y vuelta;30
1/6/19;28;Abono anual;1
1/6/19;33;C joven ida y vuelta;6
1/7/19;1;Adulto ida;222
1/7/19;2;Adulto Ida y vuelta;723
1/7/19;3;Infantil ida;10
1/7/19;4;Infantil ida y vuelta;78
1/7/19;5;Junior ida;19
1/7/19;6;Junior ida y vuelta;143
1/7/19;7;Senior ida;1
1/7/19;8;Senior ida y vuelta;52
1/7/19;9;PMR ida;2
1/7/19;10;PMR ida y vuelta;5
1/7/19;12;Acomp Colegios  Ida y vuelta;0
1/7/19;21;Acomp PMR  ida;2
1/7/19;22;Acomp PMR  ida y vuelta;5
1/7/19;25;Desempleados Ida y vuelta;6
1/7/19;26;Fam Num Ida y vuelta;26
1/7/19;33;C joven ida y vuelta;11
1/7/19;39;Monumento grande;1
1/7/19;121;plato grande;1
1/8/19;1;Adulto ida;58
1/8/19;2;Adulto Ida y vuelta;287
1/8/19;4;Infantil ida y vuelta;11
1/8/19;5;Junior ida;2
1/8/19;6;Junior ida y vuelta;27
1/8/19;7;Senior ida;3
1/8/19;8;Senior ida y vuelta;12
1/8/19;10;PMR ida y vuelta;2
1/8/19;22;Acomp PMR  ida y vuelta;2
1/8/19;25;Desempleados Ida y vuelta;1
1/8/19;26;Fam Num Ida y vuelta;3
1/8/19;33;C joven ida y vuelta;1
1/12/19;1;Adulto ida;297
1/12/19;2;Adulto Ida y vuelta;785
1/12/19;3;Infantil ida;11
1/12/19;4;Infantil ida y vuelta;57
1/12/19;5;Junior ida;31
1/12/19;6;Junior ida y vuelta;125
1/12/19;7;Senior ida;6
1/12/19;8;Senior ida y vuelta;26
1/12/19;10;PMR ida y vuelta;13
1/12/19;22;Acomp PMR  ida y vuelta;13
1/12/19;25;Desempleados Ida y vuelta;5
1/12/19;26;Fam Num Ida y vuelta;43
1/12/19;28;Abono anual;2
1/12/19;30;Abono anual FNJ;1
1/12/19;33;C joven ida y vuelta;13
1/12/19;120;Madrid City Tour Ida y vuelta;8
1/13/19;1;Adulto ida;266
1/13/19;2;Adulto Ida y vuelta;820
1/13/19;3;Infantil ida;5
1/13/19;4;Infantil ida y vuelta;64
1/13/19;5;Junior ida;22
1/13/19;6;Junior ida y vuelta;122
1/13/19;7;Senior ida;8
1/13/19;8;Senior ida y vuelta;41
1/13/19;10;PMR ida y vuelta;13
1/13/19;13;Grupos ida y vuelta;27
1/13/19;14;Grupos Acomp ida y vuelta;1
1/13/19;15;Invitacion ida y vuelta;3
1/13/19;22;Acomp PMR  ida y vuelta;13
1/13/19;25;Desempleados Ida y vuelta;5
1/13/19;26;Fam Num Ida y vuelta;46
1/13/19;28;Abono anual;1
1/13/19;33;C joven ida y vuelta;19
1/13/19;121;plato grande;1
1/19/19;1;Adulto ida;101
1/19/19;2;Adulto Ida y vuelta;394
1/19/19;3;Infantil ida;4
1/19/19;4;Infantil ida y vuelta;19
1/19/19;5;Junior ida;9
1/19/19;6;Junior ida y vuelta;75
1/19/19;7;Senior ida;3
1/19/19;8;Senior ida y vuelta;10
1/19/19;9;PMR ida;1
1/19/19;10;PMR ida y vuelta;2
1/19/19;21;Acomp PMR  ida;1
1/19/19;22;Acomp PMR  ida y vuelta;3
1/19/19;26;Fam Num Ida y vuelta;9
1/19/19;33;C joven ida y vuelta;21
1/19/19;39;Monumento grande;1
1/19/19;120;Madrid City Tour Ida y vuelta;3
1/20/19;1;Adulto ida;539
1/20/19;2;Adulto Ida y vuelta;440
1/20/19;3;Infantil ida;24
1/20/19;4;Infantil ida y vuelta;24
1/20/19;5;Junior ida;58
1/20/19;6;Junior ida y vuelta;66
1/20/19;7;Senior ida;7
1/20/19;8;Senior ida y vuelta;18
1/20/19;9;PMR ida;3
1/20/19;10;PMR ida y vuelta;1
1/20/19;16;Adulto viento;178
1/20/19;17;Infantil viento;8
1/20/19;18;Junior viento;23
1/20/19;19;Senior viento;1
1/20/19;21;Acomp PMR  ida;3
1/20/19;22;Acomp PMR  ida y vuelta;1
1/20/19;26;Fam Num Ida y vuelta;22
1/20/19;33;C joven ida y vuelta;7
1/20/19;120;Madrid City Tour Ida y vuelta;6
1/26/19;1;Adulto ida;358
1/26/19;2;Adulto Ida y vuelta;1047
1/26/19;3;Infantil ida;14
1/26/19;4;Infantil ida y vuelta;74
1/26/19;5;Junior ida;28
1/26/19;6;Junior ida y vuelta;157
1/26/19;7;Senior ida;2
1/26/19;8;Senior ida y vuelta;33
1/26/19;9;PMR ida;2
1/26/19;10;PMR ida y vuelta;10
1/26/19;21;Acomp PMR  ida;3
1/26/19;22;Acomp PMR  ida y vuelta;9
1/26/19;25;Desempleados Ida y vuelta;4
1/26/19;26;Fam Num Ida y vuelta;74
1/26/19;33;C joven ida y vuelta;38
1/26/19;120;Madrid City Tour Ida y vuelta;3
2/3/19;1;Adulto ida;261
2/3/19;2;Adulto Ida y vuelta;932
2/3/19;3;Infantil ida;6
2/3/19;4;Infantil ida y vuelta;40
2/3/19;5;Junior ida;24
2/3/19;6;Junior ida y vuelta;119
2/3/19;7;Senior ida;9
2/3/19;8;Senior ida y vuelta;24
2/3/19;9;PMR ida;1
2/3/19;10;PMR ida y vuelta;10
2/3/19;21;Acomp PMR  ida;1
2/3/19;22;Acomp PMR  ida y vuelta;11
2/3/19;25;Desempleados Ida y vuelta;2
2/3/19;26;Fam Num Ida y vuelta;45
2/3/19;28;Abono anual;2
2/3/19;33;C joven ida y vuelta;23
2/3/19;120;Madrid City Tour Ida y vuelta;3
2/9/19;1;Adulto ida;360
2/9/19;2;Adulto Ida y vuelta;977
2/9/19;3;Infantil ida;12
2/9/19;4;Infantil ida y vuelta;65
2/9/19;5;Junior ida;36
2/9/19;6;Junior ida y vuelta;169
2/9/19;7;Senior ida;10
2/9/19;8;Senior ida y vuelta;61
2/9/19;9;PMR ida;1
2/9/19;10;PMR ida y vuelta;10
2/9/19;21;Acomp PMR  ida;1
2/9/19;22;Acomp PMR  ida y vuelta;10
2/9/19;25;Desempleados Ida y vuelta;5
2/9/19;26;Fam Num Ida y vuelta;60
2/9/19;33;C joven ida y vuelta;35
2/9/19;39;Monumento grande;2
2/9/19;120;Madrid City Tour Ida y vuelta;4
2/10/19;1;Adulto ida;707
2/10/19;2;Adulto Ida y vuelta;122
2/10/19;3;Infantil ida;53
2/10/19;4;Infantil ida y vuelta;11
2/10/19;5;Junior ida;138
2/10/19;6;Junior ida y vuelta;15
2/10/19;7;Senior ida;13
2/10/19;8;Senior ida y vuelta;3
2/10/19;9;PMR ida;8
2/10/19;10;PMR ida y vuelta;2
2/10/19;13;Grupos ida y vuelta;54
2/10/19;14;Grupos Acomp ida y vuelta;2
2/10/19;16;Adulto viento;267
2/10/19;17;Infantil viento;32
2/10/19;18;Junior viento;61
2/10/19;19;Senior viento;7
2/10/19;20;PMR viento;4
2/10/19;21;Acomp PMR  ida;8
2/10/19;22;Acomp PMR  ida y vuelta;2
2/10/19;23;Acomp PMR  viento;4
2/10/19;25;Desempleados Ida y vuelta;1
2/10/19;26;Fam Num Ida y vuelta;2
2/10/19;33;C joven ida y vuelta;2
2/16/19;1;Adulto ida;445
2/16/19;2;Adulto Ida y vuelta;1245
2/16/19;3;Infantil ida;16
2/16/19;4;Infantil ida y vuelta;100
2/16/19;5;Junior ida;53
2/16/19;6;Junior ida y vuelta;253
2/16/19;7;Senior ida;5
2/16/19;8;Senior ida y vuelta;84
2/16/19;9;PMR ida;1
2/16/19;10;PMR ida y vuelta;20
2/16/19;21;Acomp PMR  ida;1
2/16/19;22;Acomp PMR  ida y vuelta;19
2/16/19;25;Desempleados Ida y vuelta;11
2/16/19;26;Fam Num Ida y vuelta;60
2/16/19;33;C joven ida y vuelta;39
2/16/19;39;Monumento grande;1
2/16/19;120;Madrid City Tour Ida y vuelta;13
2/16/19;130;Family Check Ida y vuelta;18
2/17/19;1;Adulto ida;393
2/17/19;2;Adulto Ida y vuelta;1230
2/17/19;3;Infantil ida;6
2/17/19;4;Infantil ida y vuelta;143
2/17/19;5;Junior ida;57
2/17/19;6;Junior ida y vuelta;226
2/17/19;7;Senior ida;20
2/17/19;8;Senior ida y vuelta;57
2/17/19;9;PMR ida;2
2/17/19;10;PMR ida y vuelta;19
2/17/19;21;Acomp PMR  ida;2
2/17/19;22;Acomp PMR  ida y vuelta;19
2/17/19;25;Desempleados Ida y vuelta;5
2/17/19;26;Fam Num Ida y vuelta;98
2/17/19;33;C joven ida y vuelta;23
2/17/19;120;Madrid City Tour Ida y vuelta;17
2/17/19;130;Family Check Ida y vuelta;19
2/17/19;131;Urban check Ida y vuelta;9
3/15/19;1;Adulto ida;130
3/15/19;2;Adulto Ida y vuelta;335
3/15/19;3;Infantil ida;3
3/15/19;4;Infantil ida y vuelta;12
3/15/19;5;Junior ida;6
3/15/19;6;Junior ida y vuelta;23
3/15/19;7;Senior ida;5
3/15/19;8;Senior ida y vuelta;17
3/15/19;10;PMR ida y vuelta;1
3/15/19;22;Acomp PMR  ida y vuelta;1
3/15/19;25;Desempleados Ida y vuelta;1
3/15/19;26;Fam Num Ida y vuelta;5
3/15/19;33;C joven ida y vuelta;14
3/15/19;39;Monumento grande;1
3/15/19;130;Family Check Ida y vuelta;6
3/15/19;131;Urban check Ida y vuelta;4
3/16/19;1;Adulto ida;467
3/16/19;2;Adulto Ida y vuelta;1092
3/16/19;3;Infantil ida;18
3/16/19;4;Infantil ida y vuelta;104
3/16/19;5;Junior ida;47
3/16/19;6;Junior ida y vuelta;236
3/16/19;7;Senior ida;15
3/16/19;8;Senior ida y vuelta;76
3/16/19;9;PMR ida;5
3/16/19;10;PMR ida y vuelta;11
3/16/19;13;Grupos ida y vuelta;48
3/16/19;14;Grupos Acomp ida y vuelta;2
3/16/19;21;Acomp PMR  ida;5
3/16/19;22;Acomp PMR  ida y vuelta;11
3/16/19;25;Desempleados Ida y vuelta;6
3/16/19;26;Fam Num Ida y vuelta;75
3/16/19;28;Abono anual;2
3/16/19;33;C joven ida y vuelta;27
3/16/19;120;Madrid City Tour Ida y vuelta;9
3/16/19;130;Family Check Ida y vuelta;37
3/16/19;131;Urban check Ida y vuelta;59
3/20/19;1;Adulto ida;110
3/20/19;2;Adulto Ida y vuelta;200
3/20/19;3;Infantil ida;2
3/20/19;4;Infantil ida y vuelta;3
3/20/19;5;Junior ida;7
3/20/19;6;Junior ida y vuelta;13
3/20/19;7;Senior ida;9
3/20/19;8;Senior ida y vuelta;10
3/20/19;9;PMR ida;2
3/20/19;10;PMR ida y vuelta;4
3/20/19;16;Adulto viento;38
3/20/19;17;Infantil viento;1
3/20/19;18;Junior viento;4
3/20/19;19;Senior viento;8
3/20/19;20;PMR viento;2
3/20/19;21;Acomp PMR  ida;3
3/20/19;22;Acomp PMR  ida y vuelta;4
3/20/19;23;Acomp PMR  viento;2
3/20/19;25;Desempleados Ida y vuelta;1
3/20/19;26;Fam Num Ida y vuelta;3
3/20/19;33;C joven ida y vuelta;2
3/20/19;120;Madrid City Tour Ida y vuelta;2
3/20/19;130;Family Check Ida y vuelta;2
3/20/19;133;bolsa playa;1
3/21/19;1;Adulto ida;81
3/21/19;2;Adulto Ida y vuelta;348
3/21/19;3;Infantil ida;1
3/21/19;4;Infantil ida y vuelta;14
3/21/19;5;Junior ida;5
3/21/19;6;Junior ida y vuelta;22
3/21/19;7;Senior ida;3
3/21/19;8;Senior ida y vuelta;36
3/21/19;9;PMR ida;2
3/21/19;10;PMR ida y vuelta;2
3/21/19;16;Adulto viento;2
3/21/19;18;Junior viento;2
3/21/19;21;Acomp PMR  ida;2
3/21/19;22;Acomp PMR  ida y vuelta;2
3/21/19;25;Desempleados Ida y vuelta;1
3/21/19;26;Fam Num Ida y vuelta;13
3/21/19;28;Abono anual;2
3/21/19;33;C joven ida y vuelta;3
3/21/19;120;Madrid City Tour Ida y vuelta;2
3/21/19;130;Family Check Ida y vuelta;10
3/21/19;131;Urban check Ida y vuelta;3
3/22/19;1;Adulto ida;115
3/22/19;2;Adulto Ida y vuelta;470
3/22/19;3;Infantil ida;6
3/22/19;4;Infantil ida y vuelta;14
3/22/19;5;Junior ida;4
3/22/19;6;Junior ida y vuelta;42
3/22/19;7;Senior ida;5
3/22/19;8;Senior ida y vuelta;39
3/22/19;9;PMR ida;1
3/22/19;21;Acomp PMR  ida;1
3/22/19;25;Desempleados Ida y vuelta;1
3/22/19;26;Fam Num Ida y vuelta;9
3/22/19;28;Abono anual;1
3/22/19;33;C joven ida y vuelta;21
3/22/19;120;Madrid City Tour Ida y vuelta;19
3/22/19;131;Urban check Ida y vuelta;14
3/23/19;1;Adulto ida;449
3/23/19;2;Adulto Ida y vuelta;1107
3/23/19;3;Infantil ida;20
3/23/19;4;Infantil ida y vuelta;141
3/23/19;5;Junior ida;50
3/23/19;6;Junior ida y vuelta;249
3/23/19;7;Senior ida;25
3/23/19;8;Senior ida y vuelta;57
3/23/19;9;PMR ida;8
3/23/19;10;PMR ida y vuelta;25
3/23/19;21;Acomp PMR  ida;8
3/23/19;22;Acomp PMR  ida y vuelta;25
3/23/19;25;Desempleados Ida y vuelta;10
3/23/19;26;Fam Num Ida y vuelta;78
3/23/19;33;C joven ida y vuelta;34
3/23/19;120;Madrid City Tour Ida y vuelta;11
3/23/19;130;Family Check Ida y vuelta;47
3/23/19;131;Urban check Ida y vuelta;54
3/23/19;132;Minicard Ida y vuelta;4
3/24/19;1;Adulto ida;520
3/24/19;2;Adulto Ida y vuelta;969
3/24/19;3;Infantil ida;17
3/24/19;4;Infantil ida y vuelta;129
3/24/19;5;Junior ida;55
3/24/19;6;Junior ida y vuelta;214
3/24/19;7;Senior ida;11
3/24/19;8;Senior ida y vuelta;58
3/24/19;9;PMR ida;3
3/24/19;10;PMR ida y vuelta;28
3/24/19;15;Invitacion ida y vuelta;6
3/24/19;21;Acomp PMR  ida;5
3/24/19;22;Acomp PMR  ida y vuelta;27
3/24/19;25;Desempleados Ida y vuelta;4
3/24/19;26;Fam Num Ida y vuelta;57
3/24/19;33;C joven ida y vuelta;29
3/24/19;120;Madrid City Tour Ida y vuelta;10
3/24/19;123;chancla chico;1
3/24/19;128;pareo;1
3/24/19;130;Family Check Ida y vuelta;55
3/24/19;131;Urban check Ida y vuelta;47
3/24/19;132;Minicard Ida y vuelta;2
3/25/19;1;Adulto ida;110
3/25/19;2;Adulto Ida y vuelta;465
3/25/19;4;Infantil ida y vuelta;16
3/25/19;5;Junior ida;3
3/25/19;6;Junior ida y vuelta;45
3/25/19;7;Senior ida;4
3/25/19;8;Senior ida y vuelta;35
3/25/19;10;PMR ida y vuelta;6
3/25/19;22;Acomp PMR  ida y vuelta;7
3/25/19;25;Desempleados Ida y vuelta;2
3/25/19;26;Fam Num Ida y vuelta;6
3/25/19;28;Abono anual;3
3/25/19;33;C joven ida y vuelta;13
3/25/19;120;Madrid City Tour Ida y vuelta;9
3/25/19;130;Family Check Ida y vuelta;3
3/25/19;131;Urban check Ida y vuelta;23
3/25/19;133;bolsa playa;1
3/26/19;1;Adulto ida;120
3/26/19;2;Adulto Ida y vuelta;270
3/26/19;3;Infantil ida;1
3/26/19;4;Infantil ida y vuelta;5
3/26/19;5;Junior ida;2
3/26/19;6;Junior ida y vuelta;19
3/26/19;7;Senior ida;3
3/26/19;8;Senior ida y vuelta;30
3/26/19;10;PMR ida y vuelta;4
3/26/19;22;Acomp PMR  ida y vuelta;4
3/26/19;26;Fam Num Ida y vuelta;2
3/26/19;120;Madrid City Tour Ida y vuelta;4
3/26/19;131;Urban check Ida y vuelta;15
3/26/19;132;Minicard Ida y vuelta;4
3/27/19;1;Adulto ida;114
3/27/19;2;Adulto Ida y vuelta;306
3/27/19;3;Infantil ida;1
3/27/19;4;Infantil ida y vuelta;17
3/27/19;5;Junior ida;4
3/27/19;6;Junior ida y vuelta;21
3/27/19;8;Senior ida y vuelta;48
3/27/19;10;PMR ida y vuelta;5
3/27/19;11;Colegios Ida y vuelta;54
3/27/19;12;Acomp Colegios  Ida y vuelta;4
3/27/19;22;Acomp PMR  ida y vuelta;5
3/27/19;26;Fam Num Ida y vuelta;12
3/27/19;28;Abono anual;1
3/27/19;33;C joven ida y vuelta;9
3/27/19;120;Madrid City Tour Ida y vuelta;16
3/27/19;123;chancla chico;1
3/27/19;131;Urban check Ida y vuelta;11
3/27/19;132;Minicard Ida y vuelta;1
3/28/19;1;Adulto ida;126
3/28/19;2;Adulto Ida y vuelta;380
3/28/19;3;Infantil ida;4
3/28/19;4;Infantil ida y vuelta;16
3/28/19;5;Junior ida;9
3/28/19;6;Junior ida y vuelta;21
