Fecha;Cod_billete;Des_billete;Num_users
3/25/18;1;Adulto ida;213
3/25/18;2;Adulto Ida y vuelta;896
3/25/18;3;Infantil ida;9
3/25/18;4;Infantil ida y vuelta;41
3/25/18;5;Junior ida;31
3/25/18;6;Junior ida y vuelta;159
3/25/18;7;Senior ida;11
3/25/18;8;Senior ida y vuelta;41
3/25/18;9;PMR ida;1
3/25/18;10;PMR ida y vuelta;11
3/25/18;21;Acomp PMR  ida;1
3/25/18;22;Acomp PMR  ida y vuelta;10
3/26/18;1;Adulto ida;226
3/26/18;2;Adulto Ida y vuelta;950
3/26/18;3;Infantil ida;5
3/26/18;4;Infantil ida y vuelta;63
3/26/18;5;Junior ida;36
3/26/18;6;Junior ida y vuelta;257
3/26/18;7;Senior ida;11
3/26/18;8;Senior ida y vuelta;75
3/26/18;10;PMR ida y vuelta;10
3/26/18;22;Acomp PMR  ida y vuelta;10
3/27/18;1;Adulto ida;244
3/27/18;2;Adulto Ida y vuelta;1022
3/27/18;3;Infantil ida;6
3/27/18;4;Infantil ida y vuelta;79
3/27/18;5;Junior ida;50
3/27/18;6;Junior ida y vuelta;363
3/27/18;7;Senior ida;10
3/27/18;8;Senior ida y vuelta;93
3/27/18;9;PMR ida;6
3/27/18;10;PMR ida y vuelta;27
3/27/18;21;Acomp PMR  ida;6
3/27/18;22;Acomp PMR  ida y vuelta;24
3/28/18;1;Adulto ida;311
3/28/18;2;Adulto Ida y vuelta;1202
3/28/18;3;Infantil ida;9
3/28/18;4;Infantil ida y vuelta;94
3/28/18;5;Junior ida;49
3/28/18;6;Junior ida y vuelta;317
3/28/18;7;Senior ida;14
3/28/18;8;Senior ida y vuelta;101
3/28/18;9;PMR ida;1
3/28/18;10;PMR ida y vuelta;25
3/28/18;21;Acomp PMR  ida;1
3/28/18;22;Acomp PMR  ida y vuelta;25
3/29/18;1;Adulto ida;299
3/29/18;2;Adulto Ida y vuelta;1360
3/29/18;3;Infantil ida;27
3/29/18;4;Infantil ida y vuelta;144
3/29/18;5;Junior ida;61
3/29/18;6;Junior ida y vuelta;426
3/29/18;7;Senior ida;15
3/29/18;8;Senior ida y vuelta;50
3/29/18;9;PMR ida;2
3/29/18;10;PMR ida y vuelta;29
3/29/18;21;Acomp PMR  ida;2
3/29/18;22;Acomp PMR  ida y vuelta;29
3/30/18;1;Adulto ida;671
3/30/18;2;Adulto Ida y vuelta;1
3/30/18;3;Infantil ida;55
3/30/18;4;Infantil ida y vuelta;2
3/30/18;5;Junior ida;171
3/30/18;6;Junior ida y vuelta;3
3/30/18;7;Senior ida;19
3/30/18;9;PMR ida;15
3/30/18;16;Adulto viento;323
3/30/18;17;Infantil viento;36
3/30/18;18;Junior viento;102
3/30/18;19;Senior viento;13
3/30/18;20;PMR viento;9
3/30/18;21;Acomp PMR  ida;14
3/30/18;22;Acomp PMR  ida y vuelta;1
3/30/18;23;Acomp PMR  viento;9
3/31/18;1;Adulto ida;494
3/31/18;2;Adulto Ida y vuelta;1187
3/31/18;3;Infantil ida;26
3/31/18;4;Infantil ida y vuelta;75
3/31/18;5;Junior ida;78
3/31/18;6;Junior ida y vuelta;332
3/31/18;7;Senior ida;7
3/31/18;8;Senior ida y vuelta;43
3/31/18;9;PMR ida;4
3/31/18;10;PMR ida y vuelta;16
3/31/18;16;Adulto viento;104
3/31/18;17;Infantil viento;9
3/31/18;18;Junior viento;31
3/31/18;19;Senior viento;3
3/31/18;20;PMR viento;1
3/31/18;21;Acomp PMR  ida;6
3/31/18;22;Acomp PMR  ida y vuelta;14
3/31/18;23;Acomp PMR  viento;1
4/1/18;1;Adulto ida;516
4/1/18;2;Adulto Ida y vuelta;1505
4/1/18;3;Infantil ida;19
4/1/18;4;Infantil ida y vuelta;132
4/1/18;5;Junior ida;76
4/1/18;6;Junior ida y vuelta;389
4/1/18;7;Senior ida;13
4/1/18;8;Senior ida y vuelta;63
4/1/18;9;PMR ida;3
4/1/18;10;PMR ida y vuelta;18
4/1/18;21;Acomp PMR  ida;3
4/1/18;22;Acomp PMR  ida y vuelta;18
4/2/18;1;Adulto ida;294
4/2/18;2;Adulto Ida y vuelta;1066
4/2/18;3;Infantil ida;10
4/2/18;4;Infantil ida y vuelta;62
4/2/18;5;Junior ida;62
4/2/18;6;Junior ida y vuelta;285
4/2/18;7;Senior ida;11
4/2/18;8;Senior ida y vuelta;61
4/2/18;9;PMR ida;2
4/2/18;10;PMR ida y vuelta;15
4/2/18;16;Adulto viento;1
4/2/18;19;Senior viento;2
4/2/18;21;Acomp PMR  ida;2
4/2/18;22;Acomp PMR  ida y vuelta;15
4/7/18;1;Adulto ida;115
4/7/18;2;Adulto Ida y vuelta;622
4/7/18;3;Infantil ida;3
4/7/18;4;Infantil ida y vuelta;26
4/7/18;5;Junior ida;21
4/7/18;6;Junior ida y vuelta;143
4/7/18;7;Senior ida;3
4/7/18;8;Senior ida y vuelta;18
4/7/18;10;PMR ida y vuelta;18
4/7/18;11;Colegios Ida y vuelta;18
4/7/18;12;Acomp Colegios  Ida y vuelta;2
4/7/18;22;Acomp PMR  ida y vuelta;10
4/8/18;1;Adulto ida;399
4/8/18;2;Adulto Ida y vuelta;930
4/8/18;3;Infantil ida;13
4/8/18;4;Infantil ida y vuelta;74
4/8/18;5;Junior ida;50
4/8/18;6;Junior ida y vuelta;175
4/8/18;7;Senior ida;7
4/8/18;8;Senior ida y vuelta;38
4/8/18;9;PMR ida;1
4/8/18;10;PMR ida y vuelta;13
4/8/18;15;Invitacion ida y vuelta;5
4/8/18;16;Adulto viento;81
4/8/18;17;Infantil viento;6
4/8/18;18;Junior viento;10
4/8/18;19;Senior viento;2
4/8/18;21;Acomp PMR  ida;1
4/8/18;22;Acomp PMR  ida y vuelta;13
4/14/18;1;Adulto ida;367
4/14/18;2;Adulto Ida y vuelta;1481
4/14/18;3;Infantil ida;4
4/14/18;4;Infantil ida y vuelta;123
4/14/18;5;Junior ida;37
4/14/18;6;Junior ida y vuelta;279
4/14/18;7;Senior ida;11
4/14/18;8;Senior ida y vuelta;70
4/14/18;9;PMR ida;2
4/14/18;10;PMR ida y vuelta;16
4/14/18;21;Acomp PMR  ida;2
4/14/18;22;Acomp PMR  ida y vuelta;15
4/15/18;1;Adulto ida;252
4/15/18;2;Adulto Ida y vuelta;1049
4/15/18;3;Infantil ida;12
4/15/18;4;Infantil ida y vuelta;111
4/15/18;5;Junior ida;30
4/15/18;6;Junior ida y vuelta;199
4/15/18;7;Senior ida;15
4/15/18;8;Senior ida y vuelta;62
4/15/18;9;PMR ida;2
4/15/18;10;PMR ida y vuelta;16
4/15/18;16;Adulto viento;8
4/15/18;19;Senior viento;1
4/15/18;21;Acomp PMR  ida;2
4/15/18;22;Acomp PMR  ida y vuelta;16
4/21/18;1;Adulto ida;375
4/21/18;2;Adulto Ida y vuelta;1390
4/21/18;3;Infantil ida;26
4/21/18;4;Infantil ida y vuelta;94
4/21/18;5;Junior ida;56
4/21/18;6;Junior ida y vuelta;279
4/21/18;7;Senior ida;11
4/21/18;8;Senior ida y vuelta;79
4/21/18;9;PMR ida;3
4/21/18;10;PMR ida y vuelta;51
4/21/18;21;Acomp PMR  ida;3
4/21/18;22;Acomp PMR  ida y vuelta;44
4/22/18;1;Adulto ida;744
4/22/18;2;Adulto Ida y vuelta;930
4/22/18;3;Infantil ida;34
4/22/18;4;Infantil ida y vuelta;72
4/22/18;5;Junior ida;121
4/22/18;6;Junior ida y vuelta;162
4/22/18;7;Senior ida;24
4/22/18;8;Senior ida y vuelta;33
4/22/18;9;PMR ida;3
4/22/18;10;PMR ida y vuelta;10
4/22/18;13;Grupos ida y vuelta;32
4/22/18;14;Grupos Acomp ida y vuelta;1
4/22/18;16;Adulto viento;181
4/22/18;17;Infantil viento;18
4/22/18;18;Junior viento;42
4/22/18;19;Senior viento;6
4/22/18;20;PMR viento;4
4/22/18;21;Acomp PMR  ida;3
4/22/18;22;Acomp PMR  ida y vuelta;10
4/22/18;23;Acomp PMR  viento;4
4/28/18;1;Adulto ida;680
4/28/18;2;Adulto Ida y vuelta;757
4/28/18;3;Infantil ida;34
4/28/18;4;Infantil ida y vuelta;48
4/28/18;5;Junior ida;112
4/28/18;6;Junior ida y vuelta;184
4/28/18;7;Senior ida;45
4/28/18;8;Senior ida y vuelta;46
4/28/18;9;PMR ida;5
4/28/18;10;PMR ida y vuelta;3
4/28/18;13;Grupos ida y vuelta;39
4/28/18;14;Grupos Acomp ida y vuelta;1
4/28/18;16;Adulto viento;156
4/28/18;17;Infantil viento;14
4/28/18;18;Junior viento;30
4/28/18;19;Senior viento;28
4/28/18;20;PMR viento;1
4/28/18;21;Acomp PMR  ida;5
4/28/18;22;Acomp PMR  ida y vuelta;3
4/28/18;23;Acomp PMR  viento;1
4/30/18;1;Adulto ida;214
4/30/18;2;Adulto Ida y vuelta;822
4/30/18;3;Infantil ida;5
4/30/18;4;Infantil ida y vuelta;50
4/30/18;5;Junior ida;43
4/30/18;6;Junior ida y vuelta;241
4/30/18;7;Senior ida;5
4/30/18;8;Senior ida y vuelta;42
4/30/18;9;PMR ida;1
4/30/18;10;PMR ida y vuelta;13
4/30/18;11;Colegios Ida y vuelta;0
4/30/18;15;Invitacion ida y vuelta;4
4/30/18;21;Acomp PMR  ida;1
4/30/18;22;Acomp PMR  ida y vuelta;13
5/1/18;1;Adulto ida;157
5/1/18;2;Adulto Ida y vuelta;728
5/1/18;3;Infantil ida;12
5/1/18;4;Infantil ida y vuelta;81
5/1/18;5;Junior ida;39
5/1/18;6;Junior ida y vuelta;227
5/1/18;7;Senior ida;4
5/1/18;8;Senior ida y vuelta;32
5/1/18;9;PMR ida;1
5/1/18;10;PMR ida y vuelta;13
5/1/18;21;Acomp PMR  ida;1
5/1/18;22;Acomp PMR  ida y vuelta;13
5/2/18;1;Adulto ida;352
5/2/18;2;Adulto Ida y vuelta;1649
5/2/18;3;Infantil ida;21
5/2/18;4;Infantil ida y vuelta;190
5/2/18;5;Junior ida;60
5/2/18;6;Junior ida y vuelta;464
5/2/18;7;Senior ida;18
5/2/18;8;Senior ida y vuelta;91
5/2/18;9;PMR ida;1
5/2/18;10;PMR ida y vuelta;41
5/2/18;21;Acomp PMR  ida;1
5/2/18;22;Acomp PMR  ida y vuelta;41
5/3/18;1;Adulto ida;70
5/3/18;2;Adulto Ida y vuelta;351
5/3/18;3;Infantil ida;1
5/3/18;4;Infantil ida y vuelta;11
5/3/18;5;Junior ida;5
5/3/18;6;Junior ida y vuelta;50
5/3/18;7;Senior ida;2
5/3/18;8;Senior ida y vuelta;44
5/4/18;1;Adulto ida;436
5/4/18;2;Adulto Ida y vuelta;300
5/4/18;3;Infantil ida;18
5/4/18;4;Infantil ida y vuelta;18
5/4/18;5;Junior ida;50
5/4/18;6;Junior ida y vuelta;31
5/4/18;7;Senior ida;32
5/4/18;8;Senior ida y vuelta;24
5/4/18;10;PMR ida y vuelta;4
5/4/18;15;Invitacion ida y vuelta;2
5/4/18;16;Adulto viento;213
5/4/18;17;Infantil viento;11
5/4/18;18;Junior viento;15
5/4/18;19;Senior viento;25
5/4/18;22;Acomp PMR  ida y vuelta;4
5/5/18;1;Adulto ida;392
5/5/18;2;Adulto Ida y vuelta;1386
5/5/18;3;Infantil ida;14
5/5/18;4;Infantil ida y vuelta;100
5/5/18;5;Junior ida;53
5/5/18;6;Junior ida y vuelta;261
5/5/18;7;Senior ida;11
5/5/18;8;Senior ida y vuelta;103
5/5/18;9;PMR ida;1
5/5/18;10;PMR ida y vuelta;48
5/5/18;21;Acomp PMR  ida;1
5/5/18;22;Acomp PMR  ida y vuelta;43
5/6/18;1;Adulto ida;345
5/6/18;2;Adulto Ida y vuelta;1550
5/6/18;3;Infantil ida;7
5/6/18;4;Infantil ida y vuelta;165
5/6/18;5;Junior ida;31
5/6/18;6;Junior ida y vuelta;361
5/6/18;7;Senior ida;6
5/6/18;8;Senior ida y vuelta;97
5/6/18;9;PMR ida;1
5/6/18;10;PMR ida y vuelta;28
5/6/18;15;Invitacion ida y vuelta;2
5/6/18;21;Acomp PMR  ida;1
5/6/18;22;Acomp PMR  ida y vuelta;28
5/12/18;1;Adulto ida;426
5/12/18;2;Adulto Ida y vuelta;1426
5/12/18;3;Infantil ida;14
5/12/18;4;Infantil ida y vuelta;97
5/12/18;5;Junior ida;42
5/12/18;6;Junior ida y vuelta;274
5/12/18;7;Senior ida;17
5/12/18;8;Senior ida y vuelta;112
5/12/18;9;PMR ida;14
5/12/18;10;PMR ida y vuelta;47
5/12/18;16;Adulto viento;29
5/12/18;17;Infantil viento;1
5/12/18;18;Junior viento;3
5/12/18;21;Acomp PMR  ida;6
5/12/18;22;Acomp PMR  ida y vuelta;37
5/13/18;1;Adulto ida;306
5/13/18;2;Adulto Ida y vuelta;1522
5/13/18;3;Infantil ida;6
5/13/18;4;Infantil ida y vuelta;110
5/13/18;5;Junior ida;30
5/13/18;6;Junior ida y vuelta;279
5/13/18;7;Senior ida;8
5/13/18;8;Senior ida y vuelta;123
5/13/18;9;PMR ida;3
5/13/18;10;PMR ida y vuelta;17
5/13/18;21;Acomp PMR  ida;3
5/13/18;22;Acomp PMR  ida y vuelta;17
5/14/18;1;Adulto ida;129
5/14/18;2;Adulto Ida y vuelta;562
5/14/18;3;Infantil ida;4
5/14/18;4;Infantil ida y vuelta;24
5/14/18;5;Junior ida;4
5/14/18;6;Junior ida y vuelta;64
5/14/18;7;Senior ida;5
5/14/18;8;Senior ida y vuelta;90
5/14/18;9;PMR ida;2
5/14/18;10;PMR ida y vuelta;5
5/14/18;21;Acomp PMR  ida;2
5/14/18;22;Acomp PMR  ida y vuelta;5
5/15/18;1;Adulto ida;256
5/15/18;2;Adulto Ida y vuelta;1211
5/15/18;3;Infantil ida;13
5/15/18;4;Infantil ida y vuelta;94
5/15/18;5;Junior ida;15
5/15/18;6;Junior ida y vuelta;280
5/15/18;7;Senior ida;10
5/15/18;8;Senior ida y vuelta;136
5/15/18;9;PMR ida;2
5/15/18;10;PMR ida y vuelta;24
5/15/18;15;Invitacion ida y vuelta;4
5/15/18;21;Acomp PMR  ida;2
5/15/18;22;Acomp PMR  ida y vuelta;24
5/16/18;1;Adulto ida;92
5/16/18;2;Adulto Ida y vuelta;394
5/16/18;4;Infantil ida y vuelta;17
5/16/18;5;Junior ida;4
5/16/18;6;Junior ida y vuelta;31
5/16/18;7;Senior ida;5
5/16/18;8;Senior ida y vuelta;57
5/16/18;9;PMR ida;1
5/16/18;10;PMR ida y vuelta;4
5/16/18;11;Colegios Ida y vuelta;239
5/16/18;12;Acomp Colegios  Ida y vuelta;33
5/16/18;14;Grupos Acomp ida y vuelta;2
5/16/18;15;Invitacion ida y vuelta;2
5/16/18;21;Acomp PMR  ida;1
5/16/18;22;Acomp PMR  ida y vuelta;4
5/17/18;1;Adulto ida;87
5/17/18;2;Adulto Ida y vuelta;396
5/17/18;3;Infantil ida;4
5/17/18;4;Infantil ida y vuelta;10
5/17/18;5;Junior ida;6
5/17/18;6;Junior ida y vuelta;22
5/17/18;7;Senior ida;9
5/17/18;8;Senior ida y vuelta;66
5/17/18;10;PMR ida y vuelta;4
5/17/18;15;Invitacion ida y vuelta;3
5/17/18;22;Acomp PMR  ida y vuelta;4
5/18/18;1;Adulto ida;107
5/18/18;2;Adulto Ida y vuelta;240
5/18/18;4;Infantil ida y vuelta;10
5/18/18;5;Junior ida;2
5/18/18;6;Junior ida y vuelta;28
5/18/18;7;Senior ida;14
5/18/18;8;Senior ida y vuelta;37
5/18/18;10;PMR ida y vuelta;3
5/18/18;22;Acomp PMR  ida y vuelta;3
5/19/18;1;Adulto ida;424
5/19/18;2;Adulto Ida y vuelta;1260
5/19/18;3;Infantil ida;17
5/19/18;4;Infantil ida y vuelta;86
5/19/18;5;Junior ida;44
5/19/18;6;Junior ida y vuelta;262
5/19/18;7;Senior ida;20
5/19/18;8;Senior ida y vuelta;94
5/19/18;9;PMR ida;2
5/19/18;10;PMR ida y vuelta;43
5/19/18;15;Invitacion ida y vuelta;2
5/19/18;16;Adulto viento;116
5/19/18;17;Infantil viento;7
5/19/18;18;Junior viento;22
5/19/18;19;Senior viento;4
5/19/18;20;PMR viento;3
5/19/18;21;Acomp PMR  ida;3
5/19/18;22;Acomp PMR  ida y vuelta;27
5/19/18;23;Acomp PMR  viento;2
5/20/18;1;Adulto ida;304
5/20/18;2;Adulto Ida y vuelta;1572
5/20/18;3;Infantil ida;11
5/20/18;4;Infantil ida y vuelta;113
5/20/18;5;Junior ida;28
5/20/18;6;Junior ida y vuelta;274
5/20/18;7;Senior ida;18
5/20/18;8;Senior ida y vuelta;115
5/20/18;9;PMR ida;3
5/20/18;10;PMR ida y vuelta;15
5/20/18;21;Acomp PMR  ida;3
5/20/18;22;Acomp PMR  ida y vuelta;15
6/13/18;1;Adulto ida;100
6/13/18;2;Adulto Ida y vuelta;400
6/13/18;3;Infantil ida;1
6/13/18;4;Infantil ida y vuelta;12
6/13/18;5;Junior ida;4
6/13/18;6;Junior ida y vuelta;41
6/13/18;7;Senior ida;7
6/13/18;8;Senior ida y vuelta;39
6/13/18;9;PMR ida;1
6/13/18;10;PMR ida y vuelta;4
6/13/18;13;Grupos ida y vuelta;21
6/13/18;14;Grupos Acomp ida y vuelta;3
6/13/18;21;Acomp PMR  ida;1
6/13/18;22;Acomp PMR  ida y vuelta;4
6/14/18;1;Adulto ida;95
6/14/18;2;Adulto Ida y vuelta;412
6/14/18;3;Infantil ida;3
6/14/18;4;Infantil ida y vuelta;21
6/14/18;5;Junior ida;5
6/14/18;6;Junior ida y vuelta;44
6/14/18;7;Senior ida;4
6/14/18;8;Senior ida y vuelta;55
6/14/18;9;PMR ida;1
6/14/18;10;PMR ida y vuelta;4
6/14/18;21;Acomp PMR  ida;1
6/14/18;22;Acomp PMR  ida y vuelta;4
6/15/18;1;Adulto ida;145
6/15/18;2;Adulto Ida y vuelta;398
6/15/18;3;Infantil ida;6
6/15/18;4;Infantil ida y vuelta;27
6/15/18;5;Junior ida;8
6/15/18;6;Junior ida y vuelta;58
6/15/18;7;Senior ida;2
6/15/18;8;Senior ida y vuelta;47
6/15/18;9;PMR ida;-1
6/15/18;10;PMR ida y vuelta;8
6/15/18;21;Acomp PMR  ida;1
6/15/18;22;Acomp PMR  ida y vuelta;8
6/16/18;1;Adulto ida;256
6/16/18;2;Adulto Ida y vuelta;1167
6/16/18;3;Infantil ida;7
6/16/18;4;Infantil ida y vuelta;77
6/16/18;5;Junior ida;11
6/16/18;6;Junior ida y vuelta;259
6/16/18;7;Senior ida;8
6/16/18;8;Senior ida y vuelta;86
6/16/18;9;PMR ida;1
6/16/18;10;PMR ida y vuelta;38
6/16/18;12;Acomp Colegios  Ida y vuelta;1
6/16/18;15;Invitacion ida y vuelta;2
6/16/18;21;Acomp PMR  ida;1
6/16/18;22;Acomp PMR  ida y vuelta;26
6/17/18;1;Adulto ida;215
6/17/18;2;Adulto Ida y vuelta;1148
6/17/18;3;Infantil ida;7
6/17/18;4;Infantil ida y vuelta;69
6/17/18;5;Junior ida;14
6/17/18;6;Junior ida y vuelta;200
6/17/18;7;Senior ida;1
6/17/18;8;Senior ida y vuelta;70
6/17/18;10;PMR ida y vuelta;18
6/17/18;15;Invitacion ida y vuelta;2
6/17/18;22;Acomp PMR  ida y vuelta;18
6/18/18;1;Adulto ida;89
6/18/18;2;Adulto Ida y vuelta;368
6/18/18;3;Infantil ida;1
6/18/18;4;Infantil ida y vuelta;14
6/18/18;5;Junior ida;5
6/18/18;6;Junior ida y vuelta;35
6/18/18;7;Senior ida;5
6/18/18;8;Senior ida y vuelta;34
6/18/18;10;PMR ida y vuelta;3
6/18/18;11;Colegios Ida y vuelta;46
6/18/18;12;Acomp Colegios  Ida y vuelta;5
6/18/18;15;Invitacion ida y vuelta;2
6/18/18;22;Acomp PMR  ida y vuelta;3
6/19/18;1;Adulto ida;108
6/19/18;2;Adulto Ida y vuelta;476
6/19/18;3;Infantil ida;2
6/19/18;4;Infantil ida y vuelta;10
6/19/18;5;Junior ida;8
6/19/18;6;Junior ida y vuelta;41
6/19/18;7;Senior ida;11
6/19/18;8;Senior ida y vuelta;37
6/19/18;9;PMR ida;1
6/19/18;10;PMR ida y vuelta;3
6/19/18;21;Acomp PMR  ida;1
6/19/18;22;Acomp PMR  ida y vuelta;3
6/20/18;1;Adulto ida;74
6/20/18;2;Adulto Ida y vuelta;330
6/20/18;3;Infantil ida;3
6/20/18;4;Infantil ida y vuelta;10
6/20/18;5;Junior ida;8
6/20/18;6;Junior ida y vuelta;49
6/20/18;7;Senior ida;7
6/20/18;8;Senior ida y vuelta;15
6/20/18;9;PMR ida;1
6/20/18;10;PMR ida y vuelta;2
6/20/18;11;Colegios Ida y vuelta;16
6/20/18;14;Grupos Acomp ida y vuelta;2
6/20/18;21;Acomp PMR  ida;1
6/20/18;22;Acomp PMR  ida y vuelta;2
6/21/18;1;Adulto ida;116
6/21/18;2;Adulto Ida y vuelta;350
6/21/18;3;Infantil ida;3
6/21/18;4;Infantil ida y vuelta;13
6/21/18;5;Junior ida;4
6/21/18;6;Junior ida y vuelta;15
6/21/18;7;Senior ida;5
6/21/18;8;Senior ida y vuelta;25
6/21/18;10;PMR ida y vuelta;2
6/21/18;13;Grupos ida y vuelta;46
6/21/18;14;Grupos Acomp ida y vuelta;7
6/21/18;15;Invitacion ida y vuelta;4
6/21/18;22;Acomp PMR  ida y vuelta;2
6/22/18;1;Adulto ida;136
6/22/18;2;Adulto Ida y vuelta;389
6/22/18;3;Infantil ida;2
6/22/18;4;Infantil ida y vuelta;15
6/22/18;5;Junior ida;10
6/22/18;6;Junior ida y vuelta;47
6/22/18;7;Senior ida;7
6/22/18;8;Senior ida y vuelta;26
6/22/18;10;PMR ida y vuelta;5
6/22/18;13;Grupos ida y vuelta;26
6/22/18;14;Grupos Acomp ida y vuelta;1
6/22/18;22;Acomp PMR  ida y vuelta;5
6/23/18;1;Adulto ida;180
6/23/18;2;Adulto Ida y vuelta;769
6/23/18;3;Infantil ida;9
6/23/18;4;Infantil ida y vuelta;39
6/23/18;5;Junior ida;13
6/23/18;6;Junior ida y vuelta;95
6/23/18;7;Senior ida;5
6/23/18;8;Senior ida y vuelta;39
6/23/18;9;PMR ida;2
6/23/18;10;PMR ida y vuelta;14
6/23/18;15;Invitacion ida y vuelta;7
6/23/18;21;Acomp PMR  ida;2
6/23/18;22;Acomp PMR  ida y vuelta;14
6/24/18;1;Adulto ida;164
6/24/18;2;Adulto Ida y vuelta;795
6/24/18;3;Infantil ida;5
6/24/18;4;Infantil ida y vuelta;39
6/24/18;5;Junior ida;18
6/24/18;6;Junior ida y vuelta;107
6/24/18;7;Senior ida;2
6/24/18;8;Senior ida y vuelta;29
6/24/18;9;PMR ida;2
6/24/18;10;PMR ida y vuelta;8
6/24/18;13;Grupos ida y vuelta;47
6/24/18;14;Grupos Acomp ida y vuelta;2
6/24/18;21;Acomp PMR  ida;2
6/24/18;22;Acomp PMR  ida y vuelta;8
6/25/18;1;Adulto ida;54
6/25/18;2;Adulto Ida y vuelta;419
6/25/18;4;Infantil ida y vuelta;13
6/25/18;5;Junior ida;6
6/25/18;6;Junior ida y vuelta;62
6/25/18;7;Senior ida;1
6/25/18;8;Senior ida y vuelta;40
6/25/18;10;PMR ida y vuelta;3
6/25/18;22;Acomp PMR  ida y vuelta;3
6/26/18;1;Adulto ida;124
6/26/18;2;Adulto Ida y vuelta;277
6/26/18;3;Infantil ida;1
6/26/18;4;Infantil ida y vuelta;15
6/26/18;5;Junior ida;15
6/26/18;6;Junior ida y vuelta;69
6/26/18;7;Senior ida;6
6/26/18;8;Senior ida y vuelta;32
6/26/18;9;PMR ida;2
6/26/18;10;PMR ida y vuelta;6
6/26/18;16;Adulto viento;25
6/26/18;18;Junior viento;3
6/26/18;19;Senior viento;1
6/26/18;20;PMR viento;2
6/26/18;21;Acomp PMR  ida;1
6/26/18;22;Acomp PMR  ida y vuelta;6
6/26/18;23;Acomp PMR  viento;1
6/27/18;1;Adulto ida;92
6/27/18;2;Adulto Ida y vuelta;441
6/27/18;3;Infantil ida;2
6/27/18;4;Infantil ida y vuelta;16
6/27/18;5;Junior ida;17
6/27/18;6;Junior ida y vuelta;114
6/27/18;7;Senior ida;7
6/27/18;8;Senior ida y vuelta;52
6/27/18;9;PMR ida;1
6/27/18;10;PMR ida y vuelta;8
6/27/18;15;Invitacion ida y vuelta;3
6/27/18;21;Acomp PMR  ida;1
6/27/18;22;Acomp PMR  ida y vuelta;8
6/28/18;1;Adulto ida;117
6/28/18;2;Adulto Ida y vuelta;443
6/28/18;4;Infantil ida y vuelta;19
6/28/18;5;Junior ida;13
6/28/18;6;Junior ida y vuelta;154
6/28/18;7;Senior ida;4
6/28/18;8;Senior ida y vuelta;67
6/28/18;10;PMR ida y vuelta;7
6/28/18;15;Invitacion ida y vuelta;1
6/28/18;22;Acomp PMR  ida y vuelta;6
6/29/18;1;Adulto ida;132
6/29/18;2;Adulto Ida y vuelta;516
6/29/18;3;Infantil ida;1
6/29/18;4;Infantil ida y vuelta;19
6/29/18;5;Junior ida;27
6/29/18;6;Junior ida y vuelta;118
6/29/18;7;Senior ida;5
6/29/18;8;Senior ida y vuelta;42
6/29/18;9;PMR ida;1
6/29/18;10;PMR ida y vuelta;11
6/29/18;15;Invitacion ida y vuelta;2
6/29/18;21;Acomp PMR  ida;1
6/29/18;22;Acomp PMR  ida y vuelta;11
6/30/18;1;Adulto ida;198
6/30/18;2;Adulto Ida y vuelta;955
6/30/18;3;Infantil ida;4
6/30/18;4;Infantil ida y vuelta;72
6/30/18;5;Junior ida;42
6/30/18;6;Junior ida y vuelta;209
6/30/18;7;Senior ida;6
6/30/18;8;Senior ida y vuelta;65
6/30/18;9;PMR ida;1
6/30/18;10;PMR ida y vuelta;13
6/30/18;13;Grupos ida y vuelta;0
6/30/18;15;Invitacion ida y vuelta;4
6/30/18;21;Acomp PMR  ida;1
6/30/18;22;Acomp PMR  ida y vuelta;13
7/1/18;1;Adulto ida;138
7/1/18;2;Adulto Ida y vuelta;967
7/1/18;3;Infantil ida;4
7/1/18;4;Infantil ida y vuelta;82
7/1/18;5;Junior ida;18
7/1/18;6;Junior ida y vuelta;185
7/1/18;7;Senior ida;4
7/1/18;8;Senior ida y vuelta;39
7/1/18;9;PMR ida;1
7/1/18;10;PMR ida y vuelta;6
7/1/18;21;Acomp PMR  ida;1
7/1/18;22;Acomp PMR  ida y vuelta;7
7/2/18;1;Adulto ida;144
7/2/18;2;Adulto Ida y vuelta;484
7/2/18;3;Infantil ida;2
7/2/18;4;Infantil ida y vuelta;21
7/2/18;5;Junior ida;7
7/2/18;6;Junior ida y vuelta;96
7/2/18;7;Senior ida;4
7/2/18;8;Senior ida y vuelta;35
7/2/18;10;PMR ida y vuelta;3
7/2/18;22;Acomp PMR  ida y vuelta;3
7/3/18;1;Adulto ida;96
7/3/18;2;Adulto Ida y vuelta;507
7/3/18;3;Infantil ida;2
7/3/18;4;Infantil ida y vuelta;24
7/3/18;5;Junior ida;10
7/3/18;6;Junior ida y vuelta;128
7/3/18;7;Senior ida;10
7/3/18;8;Senior ida y vuelta;53
7/3/18;9;PMR ida;1
7/3/18;10;PMR ida y vuelta;4
7/3/18;16;Adulto viento;1
7/3/18;18;Junior viento;1
7/3/18;21;Acomp PMR  ida;1
7/3/18;22;Acomp PMR  ida y vuelta;4
7/4/18;1;Adulto ida;531
7/4/18;3;Infantil ida;32
7/4/18;4;Infantil ida y vuelta;1
7/4/18;5;Junior ida;120
7/4/18;7;Senior ida;49
7/4/18;9;PMR ida;8
7/4/18;10;PMR ida y vuelta;1
7/4/18;16;Adulto viento;295
7/4/18;17;Infantil viento;19
