"station","name","date","tavg","tmax","tmin"
"SPE00120287","MADRID CUATROVIENTOS, SP","1977-08","69.7","83.1","56.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1977-09","70.1","83.0","57.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1977-10","58.5","67.6","49.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1977-11","47.6","56.0","39.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1977-12","46.5","51.8","41.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-01","40.6","47.0","34.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-02","45.9","53.8","38.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-03","49.6","59.9","39.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-04","51.2","60.6","41.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-05","56.8","66.5","47.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-06","63.8","74.3","53.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-07","75.5","89.5","61.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-08","76.4","90.6","62.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-09","72.3","86.7","58.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-10","58.3","70.3","46.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-11","48.5","57.0","40.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1978-12","45.7","50.8","40.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-01","44.7","50.3","39.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-02","44.8","51.8","37.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-03","47.2","55.6","38.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-04","50.9","60.3","41.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-05","61.8","72.9","50.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-06","71.7","84.3","59.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-07","76.2","89.0","63.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-08","75.3","88.3","62.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-09","68.3","79.8","56.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-10","55.9","63.0","48.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-11","49.2","60.3","38.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1979-12","44.9","53.0","36.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1980-01","41.6","48.9","34.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1980-02","46.2","54.9","37.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1980-03","48.9","57.9","39.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1980-04","52.8","63.6","42.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1980-05","57.1","66.6","47.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1980-06","68.8","81.3","56.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1980-07","73.9","87.7","60.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1980-08","78.3","92.1","64.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1980-09","73.0","85.4","60.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1980-10","58.3","69.1","47.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1980-11","46.5","54.8","38.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1980-12","41.6","51.1","32.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1981-01","42.3","53.6","30.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1981-02","43.2","53.3","33.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1981-03","52.5","61.8","43.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1981-04","51.8","60.6","42.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1981-05","58.5","68.7","48.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1981-06","72.6","85.3","60.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1981-07","75.4","88.4","62.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1981-08","75.9","88.3","63.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1981-09","70.0","82.1","57.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1981-10","60.2","71.5","48.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1981-11","53.1","64.3","42.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1981-12","45.4","51.9","38.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1982-01","45.2","52.4","38.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1982-02","45.8","53.5","38.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1982-03","50.3","60.5","40.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1982-04","54.9","65.3","44.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1982-05","63.2","74.3","52.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1982-06","70.9","82.2","59.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1982-07","76.5","89.8","63.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1982-08","75.6","88.6","62.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1982-09","67.0","78.0","56.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1982-10","56.7","66.0","47.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1982-11","48.1","56.1","40.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1982-12","43.2","50.4","36.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1983-01","43.1","54.0","32.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1983-02","42.1","50.5","33.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1983-03","52.7","64.1","41.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1983-04","51.4","61.0","41.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1983-05","56.6","67.0","46.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1983-06","72.9","85.5","60.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1983-07","76.4","88.4","64.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1983-08","72.9","84.1","61.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1983-09","73.1","85.1","61.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1983-10","61.6","72.3","50.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1983-11","53.2","58.9","47.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1983-12","44.1","51.3","36.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1984-01","41.7","48.5","34.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1984-02","43.0","52.2","33.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1984-03","43.9","52.6","35.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1984-04","57.9","67.9","47.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1984-05","51.4","59.4","43.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1984-06","67.2","78.5","56.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1984-07","78.4","92.1","64.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1984-08","73.6","86.2","61.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1984-09","68.1","80.3","56.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1984-10","58.0","68.5","47.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1984-11","49.1","55.6","42.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1984-12","44.8","51.8","37.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1985-01","38.5","45.7","31.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1985-02","48.3","55.6","41.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1985-03","47.2","56.9","37.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1985-04","55.3","65.6","45.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1985-05","57.7","68.3","47.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1985-06","70.9","82.5","59.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1985-07","79.4","91.8","67.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1985-08","76.6","90.4","62.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1985-09","75.5","87.8","63.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1985-10","63.0","74.4","51.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1985-11","47.7","55.3","40.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1985-12","43.1","50.4","35.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1986-01","41.4","49.3","33.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1986-02","42.3","49.2","35.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1986-03","49.5","59.4","39.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1986-04","47.3","56.1","38.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1986-05","64.9","76.9","53.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1986-06","71.7","84.3","59.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1986-07","78.3","90.9","65.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1986-08","74.1","86.6","61.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1986-09","69.1","78.5","59.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1986-10","60.0","68.3","51.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1986-11","49.3","58.1","40.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1986-12","42.7","51.0","34.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1987-01","40.6","48.1","33.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1987-02","44.6","52.2","36.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1987-03","51.5","61.4","41.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1987-04","55.9","65.5","46.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1987-05","61.9","73.6","50.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1987-06","71.2","82.9","59.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1987-07","74.2","85.9","62.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1987-08","77.4","89.7","65.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1987-09","73.8","85.9","61.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1987-10","56.0","63.4","48.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1987-11","49.8","57.5","42.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1987-12","46.1","51.3","40.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1988-01","45.4","51.2","39.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1988-02","44.9","52.6","37.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1988-03","51.5","62.8","40.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1988-04","53.2","61.6","44.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1988-05","59.2","68.6","49.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1988-06","63.9","73.8","54.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1988-07","74.6","86.7","62.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1988-08","77.7","91.4","64.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1988-09","70.8","83.6","57.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1988-10","59.8","69.7","49.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1988-11","50.2","57.6","42.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1988-12","42.9","53.4","32.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1989-01","42.9","52.6","33.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1989-02","46.4","55.5","37.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1989-03","53.4","64.3","42.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1989-04","50.4","59.2","41.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1989-05","64.1","75.1","53.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1989-06","71.3","83.6","59.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1989-07","80.2","93.3","67.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1989-08","78.3","90.2","66.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1989-09","67.4","77.4","57.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1989-10","61.6","71.9","51.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1989-11","52.8","58.3","47.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1989-12","48.6","52.3","44.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1990-01","42.7","50.0","35.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1990-02","50.3","59.9","40.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1990-03","52.2","62.4","41.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1990-04","51.3","60.4","42.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1990-05","63.6","74.7","52.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1990-06","73.2","85.4","61.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1990-07","79.4","91.7","67.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1990-08","78.4","90.2","66.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1990-09","71.6","81.6","61.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1990-10","58.0","66.0","50.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1990-11","48.7","57.3","40.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1990-12","41.0","49.0","32.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1991-01","41.7","49.0","34.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1991-02","42.3","50.3","34.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1991-03","50.1","58.3","42.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1991-04","52.6","63.5","41.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1991-05","59.5","72.7","46.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1991-06","73.3","86.2","60.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1991-07","78.6","91.4","65.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1991-08","80.3","93.5","67.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1991-09","71.4","82.5","60.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1991-10","54.2","62.5","45.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1991-11","48.9","57.6","40.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1991-12","44.9","53.0","36.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1992-01","40.0","48.8","31.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1992-02","45.6","56.7","34.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1992-03","51.5","62.8","40.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1992-04","56.0","67.8","44.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1992-05","65.6","77.2","54.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1992-06","63.3","73.1","53.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1992-07","78.1","91.2","64.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1992-08","76.7","90.1","63.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1992-09","69.1","82.3","55.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1992-10","54.8","62.9","46.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1992-11","52.4","61.9","43.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1992-12","44.9","51.2","38.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1993-01","42.7","52.4","32.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1993-02","45.1","53.5","36.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1993-03","50.5","61.2","39.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1993-04","52.8","63.1","42.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1993-05","59.2","69.4","49.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1993-06","69.2","80.3","58.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1993-07","76.4","90.4","62.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1993-08","76.8","89.7","64.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1993-09","64.6","75.6","53.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1993-10","52.0","59.4","44.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1993-11","46.9","54.4","39.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1993-12","43.3","50.8","35.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1994-01","42.2","51.0","33.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1994-02","44.3","53.3","35.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1994-03","55.5","68.1","42.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1994-04","52.6","64.3","40.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1994-05","61.0","72.1","49.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1994-06","72.2","87.0","57.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1994-07","80.7","95.7","65.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1994-08","78.0","91.7","64.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1994-09","64.8","75.8","53.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1994-10","59.7","68.1","51.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1994-11","52.3","60.9","43.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1994-12","44.6","52.9","36.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1995-01","44.2","53.0","35.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1995-02","47.9","56.9","38.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1995-03","52.3","64.0","40.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1995-04","57.7","70.2","45.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1995-05","65.8","78.0","53.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1995-06","71.8","84.2","59.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1995-07","78.7","91.4","66.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1995-08","77.1","89.6","64.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1995-09","64.8","75.8","53.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1995-10","64.2","74.2","54.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1995-11","53.5","60.8","46.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1995-12","47.2","52.7","41.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1996-01","46.1","51.7","40.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1996-02","43.7","52.5","35.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1996-03","50.1","59.4","40.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1996-04","56.7","67.4","45.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1996-05","60.0","70.2","49.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1996-06","73.3","85.7","60.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1996-07","77.5","90.2","64.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1996-08","74.5","87.0","62.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1996-09","65.3","76.7","53.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1996-10","59.3","70.9","47.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1996-11","50.4","59.5","41.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1996-12","45.3","51.2","39.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1997-01","44.2","50.3","38.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1997-02","50.1","60.5","39.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1997-03","58.2","71.4","45.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1997-04","60.7","71.9","49.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1997-05","61.9","72.5","51.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1997-06","66.8","77.7","56.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1997-07","74.2","87.0","61.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1997-08","77.0","88.6","65.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1997-09","72.7","84.0","61.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1997-10","63.5","73.4","53.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1997-11","49.7","55.5","44.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1997-12","44.7","50.8","38.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1998-01","44.7","51.4","38.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1998-02","50.1","58.4","41.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1998-03","55.4","66.5","44.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1998-04","51.4","59.9","43.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1998-05","60.4","70.1","50.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1998-06","72.5","84.3","60.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1998-07","79.9","93.2","66.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","1998-08","79.9","93.0","66.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1998-09","69.2","78.6","59.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1998-10","57.8","68.3","47.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1998-11","50.0","58.9","41.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","1998-12","42.8","52.7","32.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1999-01","42.9","52.0","33.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1999-02","45.5","56.1","34.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","1999-03","51.3","61.4","41.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1999-04","56.7","67.7","45.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","1999-05","64.5","75.7","53.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1999-06","72.9","85.9","60.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","1999-07","80.3","93.4","67.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","1999-08","78.2","90.9","65.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","1999-09","68.6","78.8","58.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","1999-10","58.6","66.6","50.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","1999-11","46.3","55.3","37.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","1999-12","42.5","49.8","35.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","2000-01","40.6","49.8","31.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","2000-02","51.1","62.3","39.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","2000-03","53.6","64.3","42.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","2000-04","50.8","59.0","42.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","2000-05","64.3","75.3","53.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","2000-06","74.0","87.5","60.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","2000-07","75.9","88.7","63.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","2000-08","76.9","89.7","64.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","2000-09","70.8","83.4","58.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","2000-10","59.3","69.5","49.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","2000-11","47.6","54.5","40.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","2000-12","45.2","51.0","39.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","2001-01","44.4","50.4","38.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","2001-02","46.8","56.0","37.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","2001-03","53.3","61.5","45.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","2001-04","56.5","68.3","44.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","2001-05","62.3","73.4","51.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","2001-06","75.3","89.3","61.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","2001-07","76.5","89.5","63.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","2001-08","79.2","91.5","66.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","2001-09","70.1","81.7","58.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","2001-10","61.7","70.2","53.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","2001-11","47.2","56.0","38.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","2001-12","39.9","48.5","31.2"
"SPE00120287","MADRID CUATROVIENTOS, SP","2002-01","45.0","52.1","37.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","2002-02","48.1","58.0","38.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","2002-03","51.9","61.5","42.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","2002-04","56.7","67.9","45.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","2002-05","60.4","70.9","49.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","2002-06","75.5","88.4","62.5"
"SPE00120287","MADRID CUATROVIENTOS, SP","2002-07","77.8","91.0","64.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","2002-08","75.6","88.3","62.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","2002-09","68.0","79.4","56.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","2002-10","59.0","67.9","50.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","2002-11","49.6","56.6","42.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","2002-12","46.7","52.4","40.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","2003-01","42.1","50.1","34.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","2003-02","43.1","51.7","34.4"
"SPE00120287","MADRID CUATROVIENTOS, SP","2003-03","53.2","63.6","42.9"
"SPE00120287","MADRID CUATROVIENTOS, SP","2003-04","55.8","66.4","45.1"
"SPE00120287","MADRID CUATROVIENTOS, SP","2003-05","65.5","78.7","52.3"
"SPE00120287","MADRID CUATROVIENTOS, SP","2003-06","78.0","91.1","64.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","2003-07","78.9","93.1","64.7"
"SPE00120287","MADRID CUATROVIENTOS, SP","2003-08","81.5","95.1","67.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","2003-09","72.2","83.8","60.6"
"SPE00120287","MADRID CUATROVIENTOS, SP","2003-10","57.6","65.2","50.0"
"SPE00120287","MADRID CUATROVIENTOS, SP","2003-11","50.7","57.6","43.8"
"SPE00120287","MADRID CUATROVIENTOS, SP","2003-12","44.0","51.5","36.5"
